Skip Input Hidden,Skip Hidden 1,Skip Hidden 2,F1 Macro
"(1, 2, 4)",{4: 2},"{3: 0, 4: 1}","0,8417774771812041"
"(1, 2, 4)","{2: 0, 3: 1}",{},"0,7885918261694659"
"(1, 2, 4)","{2: 0, 3: 1}",{3: 0},"0,8530599834947662"
"(1, 2, 4)","{2: 0, 3: 1}",{4: 1},"0,8165816998736252"
"(1, 2, 4)","{2: 0, 3: 1}","{3: 0, 4: 1}","0,841858141858142"
"(1, 2, 4)","{2: 0, 4: 2}",{},"0,8250370565656128"
"(1, 2, 4)","{2: 0, 4: 2}",{3: 0},"0,8065423156989028"
"(1, 2, 4)","{2: 0, 4: 2}",{4: 1},"0,8058051086622514"
"(1, 2, 4)","{2: 0, 4: 2}","{3: 0, 4: 1}","0,7935113508045839"
"(1, 2, 4)","{3: 1, 4: 2}",{},"0,8416157134790675"
"(1, 2, 4)","{3: 1, 4: 2}",{3: 0},"0,8237570917695143"
"(1, 2, 4)","{3: 1, 4: 2}",{4: 1},"0,8372665661864268"
"(1, 2, 4)","{3: 1, 4: 2}","{3: 0, 4: 1}","0,8708802584578983"
"(1, 2, 4)","{2: 0, 3: 1, 4: 2}",{},"0,8516171798126687"
"(1, 2, 4)","{2: 0, 3: 1, 4: 2}",{3: 0},"0,8174503550279948"
"(1, 2, 4)","{2: 0, 3: 1, 4: 2}",{4: 1},"0,8070904251028475"
"(1, 2, 4)","{2: 0, 3: 1, 4: 2}","{3: 0, 4: 1}","0,8416157134790675"
"(1, 3, 4)",{},{},"0,8370022317227287"
"(1, 3, 4)",{},{3: 0},"0,8078826937473554"
"(1, 3, 4)",{},{4: 1},"0,8291988963417536"
"(1, 3, 4)",{},"{3: 0, 4: 1}","0,7942687747035573"
"(1, 3, 4)",{2: 0},{},"0,8196944905019439"
"(1, 3, 4)",{2: 0},{3: 0},"0,8070923928066785"
"(1, 3, 4)",{2: 0},{4: 1},"0,8047833119261691"
"(1, 3, 4)",{2: 0},"{3: 0, 4: 1}","0,8071780214637357"
"(1, 3, 4)",{3: 1},{},"0,8335925978783123"
"(1, 3, 4)",{3: 1},{3: 0},"0,8417774771812041"
"(1, 3, 4)",{3: 1},{4: 1},"0,7968388754103041"
"(1, 3, 4)",{3: 1},"{3: 0, 4: 1}","0,8174503550279948"
"(1, 3, 4)",{4: 2},{},"0,8462884734313307"
"(1, 3, 4)",{4: 2},{3: 0},"0,8424634371839341"
"(1, 3, 4)",{4: 2},{4: 1},"0,855678793256433"
"(1, 3, 4)",{4: 2},"{3: 0, 4: 1}","0,8424634371839341"
"(1, 3, 4)","{2: 0, 3: 1}",{},"0,8201595886950578"
"(1, 3, 4)","{2: 0, 3: 1}",{3: 0},"0,8089232680798553"
"(1, 3, 4)","{2: 0, 3: 1}",{4: 1},"0,8416157134790675"
"(1, 3, 4)","{2: 0, 3: 1}","{3: 0, 4: 1}","0,8202722089940135"
"(1, 3, 4)","{2: 0, 4: 2}",{},"0,8736301793444651"
"(1, 3, 4)","{2: 0, 4: 2}",{3: 0},"0,8433062992363418"
"(1, 3, 4)","{2: 0, 4: 2}",{4: 1},"0,8409186052043197"
"(1, 3, 4)","{2: 0, 4: 2}","{3: 0, 4: 1}","0,7982195857972256"
"(1, 3, 4)","{3: 1, 4: 2}",{},"0,7915476862681832"
"(1, 3, 4)","{3: 1, 4: 2}",{3: 0},"0,8150368678940108"
"(1, 3, 4)","{3: 1, 4: 2}",{4: 1},"0,7858209945166468"
"(1, 3, 4)","{3: 1, 4: 2}","{3: 0, 4: 1}","0,8066171923314781"
"(1, 3, 4)","{2: 0, 3: 1, 4: 2}",{},"0,8585405303175337"
"(1, 3, 4)","{2: 0, 3: 1, 4: 2}",{3: 0},"0,8174503550279948"
"(1, 3, 4)","{2: 0, 3: 1, 4: 2}",{4: 1},"0,8462230109435078"
"(1, 3, 4)","{2: 0, 3: 1, 4: 2}","{3: 0, 4: 1}","0,8044928447020634"
"(2, 3, 4)",{},{},"0,8175252066229509"
"(2, 3, 4)",{},{3: 0},"0,8123273827621654"
"(2, 3, 4)",{},{4: 1},"0,8417774771812041"
"(2, 3, 4)",{},"{3: 0, 4: 1}","0,8235193378050522"
"(2, 3, 4)",{2: 0},{},"0,8416157134790675"
"(2, 3, 4)",{2: 0},{3: 0},"0,8180760457452187"
"(2, 3, 4)",{2: 0},{4: 1},"0,8717390879796895"
"(2, 3, 4)",{2: 0},"{3: 0, 4: 1}","0,8524111524490257"
"(2, 3, 4)",{3: 1},{},"0,8372665661864268"
"(2, 3, 4)",{3: 1},{3: 0},"0,8618940066145033"
"(2, 3, 4)",{3: 1},{4: 1},"0,848244612530327"
"(2, 3, 4)",{3: 1},"{3: 0, 4: 1}","0,8365270318653779"
"(2, 3, 4)",{4: 2},{},"0,8600865800865801"
"(2, 3, 4)",{4: 2},{3: 0},"0,8082185957962356"
"(2, 3, 4)",{4: 2},{4: 1},"0,7844043986901129"
"(2, 3, 4)",{4: 2},"{3: 0, 4: 1}","0,8324519340308815"
"(2, 3, 4)","{2: 0, 3: 1}",{},"0,8084392800182275"
"(2, 3, 4)","{2: 0, 3: 1}",{3: 0},"0,82102336260231"
"(2, 3, 4)","{2: 0, 3: 1}",{4: 1},"0,8149131820560391"
"(2, 3, 4)","{2: 0, 3: 1}","{3: 0, 4: 1}","0,8505068430534269"
"(2, 3, 4)","{2: 0, 4: 2}",{},"0,8507045567672744"
"(2, 3, 4)","{2: 0, 4: 2}",{3: 0},"0,8026002928095115"
"(2, 3, 4)","{2: 0, 4: 2}",{4: 1},"0,8222068407782694"
"(2, 3, 4)","{2: 0, 4: 2}","{3: 0, 4: 1}","0,8266328909186053"
"(2, 3, 4)","{3: 1, 4: 2}",{},"0,7921553601677827"
"(2, 3, 4)","{3: 1, 4: 2}",{3: 0},"0,8193442480660528"
"(2, 3, 4)","{3: 1, 4: 2}",{4: 1},"0,8104720676149249"
"(2, 3, 4)","{3: 1, 4: 2}","{3: 0, 4: 1}","0,8372901625094674"
"(2, 3, 4)","{2: 0, 3: 1, 4: 2}",{},"0,8077970650902982"
"(2, 3, 4)","{2: 0, 3: 1, 4: 2}",{3: 0},"0,8022847777884895"
"(2, 3, 4)","{2: 0, 3: 1, 4: 2}",{4: 1},"0,828626897783485"
"(2, 3, 4)","{2: 0, 3: 1, 4: 2}","{3: 0, 4: 1}","0,8637374013150411"
"(1, 2, 3, 4)",{},{},"0,7765736878355382"
"(1, 2, 3, 4)",{},{3: 0},"0,7882576882576883"
"(1, 2, 3, 4)",{},{4: 1},"0,8278713350141923"
"(1, 2, 3, 4)",{},"{3: 0, 4: 1}","0,8026002928095115"
"(1, 2, 3, 4)",{2: 0},{},"0,790479044764759"
"(1, 2, 3, 4)",{2: 0},{3: 0},"0,8515522804721412"
"(1, 2, 3, 4)",{2: 0},{4: 1},"0,8283145426002569"
"(1, 2, 3, 4)",{2: 0},"{3: 0, 4: 1}","0,8298593745798714"
"(1, 2, 3, 4)",{3: 1},{},"0,8175301891091366"
"(1, 2, 3, 4)",{3: 1},{3: 0},"0,8141839113267685"
"(1, 2, 3, 4)",{3: 1},{4: 1},"0,8060934271133683"
"(1, 2, 3, 4)",{3: 1},"{3: 0, 4: 1}","0,8256705431618323"
"(1, 2, 3, 4)",{4: 2},{},"0,8174503550279948"
"(1, 2, 3, 4)",{4: 2},{3: 0},"0,8424634371839341"
"(1, 2, 3, 4)",{4: 2},{4: 1},"0,8370022317227287"
"(1, 2, 3, 4)",{4: 2},"{3: 0, 4: 1}","0,8252190898532363"
"(1, 2, 3, 4)","{2: 0, 3: 1}",{},"0,8298727152764422"
"(1, 2, 3, 4)","{2: 0, 3: 1}",{3: 0},"0,8038186233511503"
"(1, 2, 3, 4)","{2: 0, 3: 1}",{4: 1},"0,8307437283213682"
"(1, 2, 3, 4)","{2: 0, 3: 1}","{3: 0, 4: 1}","0,8281777228982198"
"(1, 2, 3, 4)","{2: 0, 4: 2}",{},"0,8315437945513133"
"(1, 2, 3, 4)","{2: 0, 4: 2}",{3: 0},"0,814798558004133"
"(1, 2, 3, 4)","{2: 0, 4: 2}",{4: 1},"0,8086938940976208"
"(1, 2, 3, 4)","{2: 0, 4: 2}","{3: 0, 4: 1}","0,8645962732919255"
"(1, 2, 3, 4)","{3: 1, 4: 2}",{},"0,8402932656316116"
"(1, 2, 3, 4)","{3: 1, 4: 2}",{3: 0},"0,83239151825618"
"(1, 2, 3, 4)","{3: 1, 4: 2}",{4: 1},"0,840070881499453"
"(1, 2, 3, 4)","{3: 1, 4: 2}","{3: 0, 4: 1}","0,8293753865182437"
"(1, 2, 3, 4)","{2: 0, 3: 1, 4: 2}",{},"0,8270434559633165"
"(1, 2, 3, 4)","{2: 0, 3: 1, 4: 2}",{3: 0},"0,8174503550279948"
"(1, 2, 3, 4)","{2: 0, 3: 1, 4: 2}",{4: 1},"0,8538570125526647"
"(1, 2, 3, 4)","{2: 0, 3: 1, 4: 2}","{3: 0, 4: 1}","0,827528510137206"
