Skip Input Hidden,Skip Hidden 1,Skip Hidden 2,F1 Macro
"(2, 3)","{3: 1, 4: 2, 5: 3}",{6: 3},"0,818381117629238"
"(2, 3)","{3: 1, 4: 2, 5: 3}","{3: 0, 4: 1}","0,7941242116178178"
"(2, 3)","{3: 1, 4: 2, 5: 3}","{3: 0, 5: 2}","0,8432071379276349"
"(2, 3)","{3: 1, 4: 2, 5: 3}","{3: 0, 6: 3}","0,8780104128191739"
"(2, 3)","{3: 1, 4: 2, 5: 3}","{4: 1, 5: 2}","0,84395985211683"
"(2, 3)","{3: 1, 4: 2, 5: 3}","{4: 1, 6: 3}","0,8509843551860359"
"(2, 3)","{3: 1, 4: 2, 5: 3}","{5: 2, 6: 3}","0,8442747488097123"
"(2, 3)","{3: 1, 4: 2, 5: 3}","{3: 0, 4: 1, 5: 2}","0,8146988349995868"
"(2, 3)","{3: 1, 4: 2, 5: 3}","{3: 0, 4: 1, 6: 3}","0,7807117694335739"
"(2, 3)","{3: 1, 4: 2, 5: 3}","{3: 0, 5: 2, 6: 3}","0,7969160997732426"
"(2, 3)","{3: 1, 4: 2, 5: 3}","{4: 1, 5: 2, 6: 3}","0,797935498085874"
"(2, 3)","{3: 1, 4: 2, 5: 3}","{3: 0, 4: 1, 5: 2, 6: 3}","0,8505849604247775"
"(2, 3)","{3: 1, 4: 2, 6: 4}",{},"0,7872047492737149"
"(2, 3)","{3: 1, 4: 2, 6: 4}",{3: 0},"0,7924204450520239"
"(2, 3)","{3: 1, 4: 2, 6: 4}",{4: 1},"0,8278458383721541"
"(2, 3)","{3: 1, 4: 2, 6: 4}",{5: 2},"0,8334013605442178"
"(2, 3)","{3: 1, 4: 2, 6: 4}",{6: 3},"0,8475319105981126"
"(2, 3)","{3: 1, 4: 2, 6: 4}","{3: 0, 4: 1}","0,8291988963417536"
"(2, 3)","{3: 1, 4: 2, 6: 4}","{3: 0, 5: 2}","0,7764194364981323"
"(2, 3)","{3: 1, 4: 2, 6: 4}","{3: 0, 6: 3}","0,8502156011145877"
"(2, 3)","{3: 1, 4: 2, 6: 4}","{4: 1, 5: 2}","0,8268106083012915"
"(2, 3)","{3: 1, 4: 2, 6: 4}","{4: 1, 6: 3}","0,8144941107347122"
"(2, 3)","{3: 1, 4: 2, 6: 4}","{5: 2, 6: 3}","0,7951020408163265"
"(2, 3)","{3: 1, 4: 2, 6: 4}","{3: 0, 4: 1, 5: 2}","0,7441656061793361"
"(2, 3)","{3: 1, 4: 2, 6: 4}","{3: 0, 4: 1, 6: 3}","0,8303999509262667"
"(2, 3)","{3: 1, 4: 2, 6: 4}","{3: 0, 5: 2, 6: 3}","0,8913120217368377"
"(2, 3)","{3: 1, 4: 2, 6: 4}","{4: 1, 5: 2, 6: 3}","0,8275408801724592"
"(2, 3)","{3: 1, 4: 2, 6: 4}","{3: 0, 4: 1, 5: 2, 6: 3}","0,8157005233696963"
"(2, 3)","{3: 1, 5: 3, 6: 4}",{},"0,8350076656843574"
"(2, 3)","{3: 1, 5: 3, 6: 4}",{3: 0},"0,8072338188127662"
"(2, 3)","{3: 1, 5: 3, 6: 4}",{4: 1},"0,8247706929661819"
"(2, 3)","{3: 1, 5: 3, 6: 4}",{5: 2},"0,8277049767275332"
"(2, 3)","{3: 1, 5: 3, 6: 4}",{6: 3},"0,8297739458609025"
"(2, 3)","{3: 1, 5: 3, 6: 4}","{3: 0, 4: 1}","0,8022530210336684"
"(2, 3)","{3: 1, 5: 3, 6: 4}","{3: 0, 5: 2}","0,7863949584051608"
"(2, 3)","{3: 1, 5: 3, 6: 4}","{3: 0, 6: 3}","0,8004432075860647"
"(2, 3)","{3: 1, 5: 3, 6: 4}","{4: 1, 5: 2}","0,8234856622074667"
"(2, 3)","{3: 1, 5: 3, 6: 4}","{4: 1, 6: 3}","0,83575242453961"
"(2, 3)","{3: 1, 5: 3, 6: 4}","{5: 2, 6: 3}","0,8287940630797773"
"(2, 3)","{3: 1, 5: 3, 6: 4}","{3: 0, 4: 1, 5: 2}","0,7978235609814558"
"(2, 3)","{3: 1, 5: 3, 6: 4}","{3: 0, 4: 1, 6: 3}","0,8058032058032057"
"(2, 3)","{3: 1, 5: 3, 6: 4}","{3: 0, 5: 2, 6: 3}","0,8438298543561702"
"(2, 3)","{3: 1, 5: 3, 6: 4}","{4: 1, 5: 2, 6: 3}","0,845034873230362"
"(2, 3)","{3: 1, 5: 3, 6: 4}","{3: 0, 4: 1, 5: 2, 6: 3}","0,7997716569145139"
"(2, 3)","{4: 2, 5: 3, 6: 4}",{},"0,8555909093816428"
"(2, 3)","{4: 2, 5: 3, 6: 4}",{3: 0},"0,7492395635252777"
"(2, 3)","{4: 2, 5: 3, 6: 4}",{4: 1},"0,8240973062025694"
"(2, 3)","{4: 2, 5: 3, 6: 4}",{5: 2},"0,7537753659457512"
"(2, 3)","{4: 2, 5: 3, 6: 4}",{6: 3},"0,8317207376440826"
"(2, 3)","{4: 2, 5: 3, 6: 4}","{3: 0, 4: 1}","0,8553129056015428"
"(2, 3)","{4: 2, 5: 3, 6: 4}","{3: 0, 5: 2}","0,8038577295720154"
"(2, 3)","{4: 2, 5: 3, 6: 4}","{3: 0, 6: 3}","0,8495374800637958"
"(2, 3)","{4: 2, 5: 3, 6: 4}","{4: 1, 5: 2}","0,8502424316235058"
"(2, 3)","{4: 2, 5: 3, 6: 4}","{4: 1, 6: 3}","0,8121385692814265"
"(2, 3)","{4: 2, 5: 3, 6: 4}","{5: 2, 6: 3}","0,800921332472772"
"(2, 3)","{4: 2, 5: 3, 6: 4}","{3: 0, 4: 1, 5: 2}","0,8092263190661361"
"(2, 3)","{4: 2, 5: 3, 6: 4}","{3: 0, 4: 1, 6: 3}","0,8379298755075152"
"(2, 3)","{4: 2, 5: 3, 6: 4}","{3: 0, 5: 2, 6: 3}","0,8150368678940108"
"(2, 3)","{4: 2, 5: 3, 6: 4}","{4: 1, 5: 2, 6: 3}","0,7952690545451517"
"(2, 3)","{4: 2, 5: 3, 6: 4}","{3: 0, 4: 1, 5: 2, 6: 3}","0,8398597664730387"
"(2, 3)","{2: 0, 3: 1, 4: 2, 5: 3}",{},"0,7220026447580626"
"(2, 3)","{2: 0, 3: 1, 4: 2, 5: 3}",{3: 0},"0,8303854875283446"
"(2, 3)","{2: 0, 3: 1, 4: 2, 5: 3}",{4: 1},"0,8068380079304449"
"(2, 3)","{2: 0, 3: 1, 4: 2, 5: 3}",{5: 2},"0,8634271120265176"
"(2, 3)","{2: 0, 3: 1, 4: 2, 5: 3}",{6: 3},"0,8174531567012772"
"(2, 3)","{2: 0, 3: 1, 4: 2, 5: 3}","{3: 0, 4: 1}","0,8408257117559444"
"(2, 3)","{2: 0, 3: 1, 4: 2, 5: 3}","{3: 0, 5: 2}","0,775202029737654"
"(2, 3)","{2: 0, 3: 1, 4: 2, 5: 3}","{3: 0, 6: 3}","0,8084423581939111"
"(2, 3)","{2: 0, 3: 1, 4: 2, 5: 3}","{4: 1, 5: 2}","0,7259936253145082"
"(2, 3)","{2: 0, 3: 1, 4: 2, 5: 3}","{4: 1, 6: 3}","0,8242442423193533"
"(2, 3)","{2: 0, 3: 1, 4: 2, 5: 3}","{5: 2, 6: 3}","0,8676932823274288"
"(2, 3)","{2: 0, 3: 1, 4: 2, 5: 3}","{3: 0, 4: 1, 5: 2}","0,839044881814722"
"(2, 3)","{2: 0, 3: 1, 4: 2, 5: 3}","{3: 0, 4: 1, 6: 3}","0,7999716787116321"
"(2, 3)","{2: 0, 3: 1, 4: 2, 5: 3}","{3: 0, 5: 2, 6: 3}","0,86192744656391"
"(2, 3)","{2: 0, 3: 1, 4: 2, 5: 3}","{4: 1, 5: 2, 6: 3}","0,8284696256124828"
"(2, 3)","{2: 0, 3: 1, 4: 2, 5: 3}","{3: 0, 4: 1, 5: 2, 6: 3}","0,7649213531566472"
"(2, 3)","{2: 0, 3: 1, 4: 2, 6: 4}",{},"0,8294196511966547"
"(2, 3)","{2: 0, 3: 1, 4: 2, 6: 4}",{3: 0},"0,8424916301608032"
"(2, 3)","{2: 0, 3: 1, 4: 2, 6: 4}",{4: 1},"0,8383254840397696"
"(2, 3)","{2: 0, 3: 1, 4: 2, 6: 4}",{5: 2},"0,803875172446601"
"(2, 3)","{2: 0, 3: 1, 4: 2, 6: 4}",{6: 3},"0,7951334379905808"
"(2, 3)","{2: 0, 3: 1, 4: 2, 6: 4}","{3: 0, 4: 1}","0,8052008103415692"
"(2, 3)","{2: 0, 3: 1, 4: 2, 6: 4}","{3: 0, 5: 2}","0,7959554560341517"
"(2, 3)","{2: 0, 3: 1, 4: 2, 6: 4}","{3: 0, 6: 3}","0,8487933416883576"
"(2, 3)","{2: 0, 3: 1, 4: 2, 6: 4}","{4: 1, 5: 2}","0,8261207130380062"
"(2, 3)","{2: 0, 3: 1, 4: 2, 6: 4}","{4: 1, 6: 3}","0,7915374516878276"
"(2, 3)","{2: 0, 3: 1, 4: 2, 6: 4}","{5: 2, 6: 3}","0,8339843204021679"
"(2, 3)","{2: 0, 3: 1, 4: 2, 6: 4}","{3: 0, 4: 1, 5: 2}","0,8289230819306007"
"(2, 3)","{2: 0, 3: 1, 4: 2, 6: 4}","{3: 0, 4: 1, 6: 3}","0,8230431222912425"
"(2, 3)","{2: 0, 3: 1, 4: 2, 6: 4}","{3: 0, 5: 2, 6: 3}","0,8478908688211015"
"(2, 3)","{2: 0, 3: 1, 4: 2, 6: 4}","{4: 1, 5: 2, 6: 3}","0,8185958968567666"
"(2, 3)","{2: 0, 3: 1, 4: 2, 6: 4}","{3: 0, 4: 1, 5: 2, 6: 3}","0,8267485676298406"
"(2, 3)","{2: 0, 3: 1, 5: 3, 6: 4}",{},"0,7446654223908453"
"(2, 3)","{2: 0, 3: 1, 5: 3, 6: 4}",{3: 0},"0,8267659876355529"
"(2, 3)","{2: 0, 3: 1, 5: 3, 6: 4}",{4: 1},"0,8287940630797773"
"(2, 3)","{2: 0, 3: 1, 5: 3, 6: 4}",{5: 2},"0,7547515976087406"
"(2, 3)","{2: 0, 3: 1, 5: 3, 6: 4}",{6: 3},"0,8298593745798714"
"(2, 3)","{2: 0, 3: 1, 5: 3, 6: 4}","{3: 0, 4: 1}","0,8093573093573093"
"(2, 3)","{2: 0, 3: 1, 5: 3, 6: 4}","{3: 0, 5: 2}","0,8094310451453308"
"(2, 3)","{2: 0, 3: 1, 5: 3, 6: 4}","{3: 0, 6: 3}","0,823886957527315"
"(2, 3)","{2: 0, 3: 1, 5: 3, 6: 4}","{4: 1, 5: 2}","0,8329357359432548"
"(2, 3)","{2: 0, 3: 1, 5: 3, 6: 4}","{4: 1, 6: 3}","0,7999914146367235"
"(2, 3)","{2: 0, 3: 1, 5: 3, 6: 4}","{5: 2, 6: 3}","0,793620150763008"
"(2, 3)","{2: 0, 3: 1, 5: 3, 6: 4}","{3: 0, 4: 1, 5: 2}","0,8361597428042611"
"(2, 3)","{2: 0, 3: 1, 5: 3, 6: 4}","{3: 0, 4: 1, 6: 3}","0,8134579706008277"
"(2, 3)","{2: 0, 3: 1, 5: 3, 6: 4}","{3: 0, 5: 2, 6: 3}","0,7882423061451195"
"(2, 3)","{2: 0, 3: 1, 5: 3, 6: 4}","{4: 1, 5: 2, 6: 3}","0,892513551611296"
"(2, 3)","{2: 0, 3: 1, 5: 3, 6: 4}","{3: 0, 4: 1, 5: 2, 6: 3}","0,7792070674423616"
"(2, 3)","{2: 0, 4: 2, 5: 3, 6: 4}",{},"0,8411655011655012"
"(2, 3)","{2: 0, 4: 2, 5: 3, 6: 4}",{3: 0},"0,7817426271207782"
"(2, 3)","{2: 0, 4: 2, 5: 3, 6: 4}",{4: 1},"0,8079321680825441"
"(2, 3)","{2: 0, 4: 2, 5: 3, 6: 4}",{5: 2},"0,7160199199296944"
"(2, 3)","{2: 0, 4: 2, 5: 3, 6: 4}",{6: 3},"0,823613239762308"
"(2, 3)","{2: 0, 4: 2, 5: 3, 6: 4}","{3: 0, 4: 1}","0,8043670615099187"
"(2, 3)","{2: 0, 4: 2, 5: 3, 6: 4}","{3: 0, 5: 2}","0,7759314692164058"
"(2, 3)","{2: 0, 4: 2, 5: 3, 6: 4}","{3: 0, 6: 3}","0,7620928629850529"
"(2, 3)","{2: 0, 4: 2, 5: 3, 6: 4}","{4: 1, 5: 2}","0,8221831635365471"
"(2, 3)","{2: 0, 4: 2, 5: 3, 6: 4}","{4: 1, 6: 3}","0,8221831635365471"
"(2, 3)","{2: 0, 4: 2, 5: 3, 6: 4}","{5: 2, 6: 3}","0,862658976634132"
"(2, 3)","{2: 0, 4: 2, 5: 3, 6: 4}","{3: 0, 4: 1, 5: 2}","0,8205198310461468"
"(2, 3)","{2: 0, 4: 2, 5: 3, 6: 4}","{3: 0, 4: 1, 6: 3}","0,8153270622443555"
"(2, 3)","{2: 0, 4: 2, 5: 3, 6: 4}","{3: 0, 5: 2, 6: 3}","0,849531333619461"
"(2, 3)","{2: 0, 4: 2, 5: 3, 6: 4}","{4: 1, 5: 2, 6: 3}","0,8602878832692499"
"(2, 3)","{2: 0, 4: 2, 5: 3, 6: 4}","{3: 0, 4: 1, 5: 2, 6: 3}","0,8091439901570551"
"(2, 3)","{3: 1, 4: 2, 5: 3, 6: 4}",{},"0,8415989088646343"
"(2, 3)","{3: 1, 4: 2, 5: 3, 6: 4}",{3: 0},"0,8630464172064636"
"(2, 3)","{3: 1, 4: 2, 5: 3, 6: 4}",{4: 1},"0,8530872636135794"
"(2, 3)","{3: 1, 4: 2, 5: 3, 6: 4}",{5: 2},"0,8048665620094192"
"(2, 3)","{3: 1, 4: 2, 5: 3, 6: 4}",{6: 3},"0,840402454688169"
"(2, 3)","{3: 1, 4: 2, 5: 3, 6: 4}","{3: 0, 4: 1}","0,8451192030475918"
"(2, 3)","{3: 1, 4: 2, 5: 3, 6: 4}","{3: 0, 5: 2}","0,7956916099773242"
"(2, 3)","{3: 1, 4: 2, 5: 3, 6: 4}","{3: 0, 6: 3}","0,8275762564961171"
"(2, 3)","{3: 1, 4: 2, 5: 3, 6: 4}","{4: 1, 5: 2}","0,7803874851375958"
"(2, 3)","{3: 1, 4: 2, 5: 3, 6: 4}","{4: 1, 6: 3}","0,816568797056602"
"(2, 3)","{3: 1, 4: 2, 5: 3, 6: 4}","{5: 2, 6: 3}","0,8521528790131542"
"(2, 3)","{3: 1, 4: 2, 5: 3, 6: 4}","{3: 0, 4: 1, 5: 2}","0,83274202823075"
"(2, 3)","{3: 1, 4: 2, 5: 3, 6: 4}","{3: 0, 4: 1, 6: 3}","0,7961545532974105"
"(2, 3)","{3: 1, 4: 2, 5: 3, 6: 4}","{3: 0, 5: 2, 6: 3}","0,8354794706954175"
"(2, 3)","{3: 1, 4: 2, 5: 3, 6: 4}","{4: 1, 5: 2, 6: 3}","0,8190373497420184"
"(2, 3)","{3: 1, 4: 2, 5: 3, 6: 4}","{3: 0, 4: 1, 5: 2, 6: 3}","0,7848928197172033"
"(2, 3)","{2: 0, 3: 1, 4: 2, 5: 3, 6: 4}",{},"0,8341062058680601"
"(2, 3)","{2: 0, 3: 1, 4: 2, 5: 3, 6: 4}",{3: 0},"0,8432060003488575"
"(2, 3)","{2: 0, 3: 1, 4: 2, 5: 3, 6: 4}",{4: 1},"0,8275193132854527"
"(2, 3)","{2: 0, 3: 1, 4: 2, 5: 3, 6: 4}",{5: 2},"0,8421436708654754"
"(2, 3)","{2: 0, 3: 1, 4: 2, 5: 3, 6: 4}",{6: 3},"0,8529109987756606"
"(2, 3)","{2: 0, 3: 1, 4: 2, 5: 3, 6: 4}","{3: 0, 4: 1}","0,8257762287837476"
"(2, 3)","{2: 0, 3: 1, 4: 2, 5: 3, 6: 4}","{3: 0, 5: 2}","0,797568132350741"
"(2, 3)","{2: 0, 3: 1, 4: 2, 5: 3, 6: 4}","{3: 0, 6: 3}","0,7990177306620588"
"(2, 3)","{2: 0, 3: 1, 4: 2, 5: 3, 6: 4}","{4: 1, 5: 2}","0,8333210649000122"
"(2, 3)","{2: 0, 3: 1, 4: 2, 5: 3, 6: 4}","{4: 1, 6: 3}","0,8244469815898386"
"(2, 3)","{2: 0, 3: 1, 4: 2, 5: 3, 6: 4}","{5: 2, 6: 3}","0,8240440126154411"
"(2, 3)","{2: 0, 3: 1, 4: 2, 5: 3, 6: 4}","{3: 0, 4: 1, 5: 2}","0,8012122691016682"
"(2, 3)","{2: 0, 3: 1, 4: 2, 5: 3, 6: 4}","{3: 0, 4: 1, 6: 3}","0,8102114260008998"
"(2, 3)","{2: 0, 3: 1, 4: 2, 5: 3, 6: 4}","{3: 0, 5: 2, 6: 3}","0,8607364843170471"
"(2, 3)","{2: 0, 3: 1, 4: 2, 5: 3, 6: 4}","{4: 1, 5: 2, 6: 3}","0,8211889973380657"
"(2, 3)","{2: 0, 3: 1, 4: 2, 5: 3, 6: 4}","{3: 0, 4: 1, 5: 2, 6: 3}","0,7945055919782841"
"(2, 4)",{},{},"0,8044771396930865"
"(2, 4)",{},{3: 0},"0,8027634261857751"
"(2, 4)",{},{4: 1},"0,73571499285785"
"(2, 4)",{},{5: 2},"0,787569573283859"
"(2, 4)",{},{6: 3},"0,818412130350513"
"(2, 4)",{},"{3: 0, 4: 1}","0,8258525935217664"
"(2, 4)",{},"{3: 0, 5: 2}","0,7846759756534192"
"(2, 4)",{},"{3: 0, 6: 3}","0,8256421632198031"
"(2, 4)",{},"{4: 1, 5: 2}","0,8083957541037404"
"(2, 4)",{},"{4: 1, 6: 3}","0,8473095352224418"
"(2, 4)",{},"{5: 2, 6: 3}","0,7817426271207782"
"(2, 4)",{},"{3: 0, 4: 1, 5: 2}","0,8080048606364396"
"(2, 4)",{},"{3: 0, 4: 1, 6: 3}","0,8496681372457769"
"(2, 4)",{},"{3: 0, 5: 2, 6: 3}","0,831041319195028"
"(2, 4)",{},"{4: 1, 5: 2, 6: 3}","0,8428482105173835"
"(2, 4)",{},"{3: 0, 4: 1, 5: 2, 6: 3}","0,8059819840550738"
"(2, 4)",{2: 0},{},"0,8362780705917618"
"(2, 4)",{2: 0},{3: 0},"0,8409869771360453"
"(2, 4)",{2: 0},{4: 1},"0,7871502089207775"
"(2, 4)",{2: 0},{5: 2},"0,8197253873945604"
"(2, 4)",{2: 0},{6: 3},"0,7987621985366348"
"(2, 4)",{2: 0},"{3: 0, 4: 1}","0,8387761739921207"
"(2, 4)",{2: 0},"{3: 0, 5: 2}","0,8393001985483189"
"(2, 4)",{2: 0},"{3: 0, 6: 3}","0,8448717948717951"
"(2, 4)",{2: 0},"{4: 1, 5: 2}","0,8671054447713485"
"(2, 4)",{2: 0},"{4: 1, 6: 3}","0,7818290687929722"
"(2, 4)",{2: 0},"{5: 2, 6: 3}","0,7851248253340438"
"(2, 4)",{2: 0},"{3: 0, 4: 1, 5: 2}","0,8548160110566126"
"(2, 4)",{2: 0},"{3: 0, 4: 1, 6: 3}","0,8085395556824128"
"(2, 4)",{2: 0},"{3: 0, 5: 2, 6: 3}","0,8318253991840132"
"(2, 4)",{2: 0},"{4: 1, 5: 2, 6: 3}","0,8190373497420184"
"(2, 4)",{2: 0},"{3: 0, 4: 1, 5: 2, 6: 3}","0,8247149675721105"
"(2, 4)",{3: 1},{},"0,7614489801190568"
"(2, 4)",{3: 1},{3: 0},"0,6827263594025619"
"(2, 4)",{3: 1},{4: 1},"0,8139276287011478"
"(2, 4)",{3: 1},{5: 2},"0,8076392279399798"
"(2, 4)",{3: 1},{6: 3},"0,8409219526251236"
"(2, 4)",{3: 1},"{3: 0, 4: 1}","0,7444169417249993"
"(2, 4)",{3: 1},"{3: 0, 5: 2}","0,8134048491191349"
"(2, 4)",{3: 1},"{3: 0, 6: 3}","0,8115095430884905"
"(2, 4)",{3: 1},"{4: 1, 5: 2}","0,8116455747117767"
"(2, 4)",{3: 1},"{4: 1, 6: 3}","0,8227117602894"
"(2, 4)",{3: 1},"{5: 2, 6: 3}","0,7977417903733695"
"(2, 4)",{3: 1},"{3: 0, 4: 1, 5: 2}","0,7894956827806192"
"(2, 4)",{3: 1},"{3: 0, 4: 1, 6: 3}","0,8780368837511693"
"(2, 4)",{3: 1},"{3: 0, 5: 2, 6: 3}","0,8484579981067661"
"(2, 4)",{3: 1},"{4: 1, 5: 2, 6: 3}","0,8361543847537902"
"(2, 4)",{3: 1},"{3: 0, 4: 1, 5: 2, 6: 3}","0,8478056475329616"
"(2, 4)",{4: 2},{},"0,7938571725757081"
"(2, 4)",{4: 2},{3: 0},"0,7664909969257795"
"(2, 4)",{4: 2},{4: 1},"0,8042204441585248"
"(2, 4)",{4: 2},{5: 2},"0,8067050743742473"
"(2, 4)",{4: 2},{6: 3},"0,8224019410135596"
"(2, 4)",{4: 2},"{3: 0, 4: 1}","0,837428736676857"
"(2, 4)",{4: 2},"{3: 0, 5: 2}","0,8533961715883913"
"(2, 4)",{4: 2},"{3: 0, 6: 3}","0,8298593745798714"
"(2, 4)",{4: 2},"{4: 1, 5: 2}","0,8306819306819307"
"(2, 4)",{4: 2},"{4: 1, 6: 3}","0,7874627043799975"
"(2, 4)",{4: 2},"{5: 2, 6: 3}","0,8071435642864214"
"(2, 4)",{4: 2},"{3: 0, 4: 1, 5: 2}","0,8377732209311156"
"(2, 4)",{4: 2},"{3: 0, 4: 1, 6: 3}","0,7369898272153911"
"(2, 4)",{4: 2},"{3: 0, 5: 2, 6: 3}","0,8450873938091984"
"(2, 4)",{4: 2},"{4: 1, 5: 2, 6: 3}","0,8526450313847196"
"(2, 4)",{4: 2},"{3: 0, 4: 1, 5: 2, 6: 3}","0,8099343597087959"
"(2, 4)",{5: 3},{},"0,7950921416747405"
"(2, 4)",{5: 3},{3: 0},"0,8290082348728965"
"(2, 4)",{5: 3},{4: 1},"0,7745026431625283"
"(2, 4)",{5: 3},{5: 2},"0,7950232724668814"
"(2, 4)",{5: 3},{6: 3},"0,8128057270914414"
"(2, 4)",{5: 3},"{3: 0, 4: 1}","0,7352754382966832"
"(2, 4)",{5: 3},"{3: 0, 5: 2}","0,7927706712669119"
"(2, 4)",{5: 3},"{3: 0, 6: 3}","0,8337030039808726"
"(2, 4)",{5: 3},"{4: 1, 5: 2}","0,8476596300805459"
"(2, 4)",{5: 3},"{4: 1, 6: 3}","0,786860007160759"
"(2, 4)",{5: 3},"{5: 2, 6: 3}","0,7528393054708843"
"(2, 4)",{5: 3},"{3: 0, 4: 1, 5: 2}","0,8739831596974454"
"(2, 4)",{5: 3},"{3: 0, 4: 1, 6: 3}","0,8027734170591314"
"(2, 4)",{5: 3},"{3: 0, 5: 2, 6: 3}","0,8728880643166358"
"(2, 4)",{5: 3},"{4: 1, 5: 2, 6: 3}","0,8135312306740878"
"(2, 4)",{5: 3},"{3: 0, 4: 1, 5: 2, 6: 3}","0,8128205128205128"
"(2, 4)",{6: 4},{},"0,805028305028305"
"(2, 4)",{6: 4},{3: 0},"0,8273078049769779"
"(2, 4)",{6: 4},{4: 1},"0,8872757677105503"
"(2, 4)",{6: 4},{5: 2},"0,8409186052043197"
"(2, 4)",{6: 4},{6: 3},"0,8175510204081632"
"(2, 4)",{6: 4},"{3: 0, 4: 1}","0,8428015176135478"
"(2, 4)",{6: 4},"{3: 0, 5: 2}","0,8404465709728868"
"(2, 4)",{6: 4},"{3: 0, 6: 3}","0,8273078049769779"
"(2, 4)",{6: 4},"{4: 1, 5: 2}","0,8218740285185467"
"(2, 4)",{6: 4},"{4: 1, 6: 3}","0,8108623206367567"
"(2, 4)",{6: 4},"{5: 2, 6: 3}","0,8114611061816032"
"(2, 4)",{6: 4},"{3: 0, 4: 1, 5: 2}","0,8379352477096838"
"(2, 4)",{6: 4},"{3: 0, 4: 1, 6: 3}","0,8284910077391281"
"(2, 4)",{6: 4},"{3: 0, 5: 2, 6: 3}","0,8496611891073655"
"(2, 4)",{6: 4},"{4: 1, 5: 2, 6: 3}","0,8491413977408033"
"(2, 4)",{6: 4},"{3: 0, 4: 1, 5: 2, 6: 3}","0,8089601256322407"
"(2, 4)","{2: 0, 3: 1}",{},"0,8157122750669181"
"(2, 4)","{2: 0, 3: 1}",{3: 0},"0,859721976171637"
"(2, 4)","{2: 0, 3: 1}",{4: 1},"0,8102366305373824"
"(2, 4)","{2: 0, 3: 1}",{5: 2},"0,7845611364408357"
"(2, 4)","{2: 0, 3: 1}",{6: 3},"0,8178244312078898"
"(2, 4)","{2: 0, 3: 1}","{3: 0, 4: 1}","0,7492982986006241"
"(2, 4)","{2: 0, 3: 1}","{3: 0, 5: 2}","0,8349238571356432"
"(2, 4)","{2: 0, 3: 1}","{3: 0, 6: 3}","0,8110361818632496"
"(2, 4)","{2: 0, 3: 1}","{4: 1, 5: 2}","0,8353494124922697"
"(2, 4)","{2: 0, 3: 1}","{4: 1, 6: 3}","0,8310866581280155"
"(2, 4)","{2: 0, 3: 1}","{5: 2, 6: 3}","0,8075381761096047"
"(2, 4)","{2: 0, 3: 1}","{3: 0, 4: 1, 5: 2}","0,796451082165368"
"(2, 4)","{2: 0, 3: 1}","{3: 0, 4: 1, 6: 3}","0,8615827447406393"
"(2, 4)","{2: 0, 3: 1}","{3: 0, 5: 2, 6: 3}","0,8579570326154178"
"(2, 4)","{2: 0, 3: 1}","{4: 1, 5: 2, 6: 3}","0,8342681944839513"
"(2, 4)","{2: 0, 3: 1}","{3: 0, 4: 1, 5: 2, 6: 3}","0,7741006642894873"
"(2, 4)","{2: 0, 4: 2}",{},"0,8704757151862456"
"(2, 4)","{2: 0, 4: 2}",{3: 0},"0,791511631999437"
"(2, 4)","{2: 0, 4: 2}",{4: 1},"0,8125231910946198"
"(2, 4)","{2: 0, 4: 2}",{5: 2},"0,7782839382839383"
"(2, 4)","{2: 0, 4: 2}",{6: 3},"0,8486187518485655"
"(2, 4)","{2: 0, 4: 2}","{3: 0, 4: 1}","0,8308573196445052"
"(2, 4)","{2: 0, 4: 2}","{3: 0, 5: 2}","0,8242630385487528"
"(2, 4)","{2: 0, 4: 2}","{3: 0, 6: 3}","0,8060568086883876"
"(2, 4)","{2: 0, 4: 2}","{4: 1, 5: 2}","0,7981142696312976"
"(2, 4)","{2: 0, 4: 2}","{4: 1, 6: 3}","0,8317748917748917"
"(2, 4)","{2: 0, 4: 2}","{5: 2, 6: 3}","0,8435217082464357"
"(2, 4)","{2: 0, 4: 2}","{3: 0, 4: 1, 5: 2}","0,8445282036259479"
"(2, 4)","{2: 0, 4: 2}","{3: 0, 4: 1, 6: 3}","0,7650279983986196"
"(2, 4)","{2: 0, 4: 2}","{3: 0, 5: 2, 6: 3}","0,8541594811421553"
"(2, 4)","{2: 0, 4: 2}","{4: 1, 5: 2, 6: 3}","0,7938050253839728"
"(2, 4)","{2: 0, 4: 2}","{3: 0, 4: 1, 5: 2, 6: 3}","0,7888643774227299"
"(2, 4)","{2: 0, 5: 3}",{},"0,7182638998428471"
"(2, 4)","{2: 0, 5: 3}",{3: 0},"0,8084825181719592"
"(2, 4)","{2: 0, 5: 3}",{4: 1},"0,8454268737080751"
"(2, 4)","{2: 0, 5: 3}",{5: 2},"0,8552213868003342"
"(2, 4)","{2: 0, 5: 3}",{6: 3},"0,8405757803273334"
"(2, 4)","{2: 0, 5: 3}","{3: 0, 4: 1}","0,8084699325954637"
"(2, 4)","{2: 0, 5: 3}","{3: 0, 5: 2}","0,8195114159023934"
"(2, 4)","{2: 0, 5: 3}","{3: 0, 6: 3}","0,8568387444163842"
"(2, 4)","{2: 0, 5: 3}","{4: 1, 5: 2}","0,7926043572496662"
"(2, 4)","{2: 0, 5: 3}","{4: 1, 6: 3}","0,7307519413510197"
"(2, 4)","{2: 0, 5: 3}","{5: 2, 6: 3}","0,851019907410885"
