Skip Input Hidden,Skip Hidden 1,Skip Hidden 2,F1 Macro
(),"{2: 0, 3: 1}","{3: 0, 4: 1}","0,6820243017019629"
(),"{2: 0, 3: 1}","{3: 0, 5: 2}","0,8310276679841897"
(),"{2: 0, 3: 1}","{3: 0, 6: 3}","0,8426822054378487"
(),"{2: 0, 3: 1}","{4: 1, 5: 2}","0,8748645990246453"
(),"{2: 0, 3: 1}","{4: 1, 6: 3}","0,7726559155130583"
(),"{2: 0, 3: 1}","{5: 2, 6: 3}","0,8353155289558865"
(),"{2: 0, 3: 1}","{3: 0, 4: 1, 5: 2}","0,7640409178392067"
(),"{2: 0, 3: 1}","{3: 0, 4: 1, 6: 3}","0,8483921219539335"
(),"{2: 0, 3: 1}","{3: 0, 5: 2, 6: 3}","0,804652721795579"
(),"{2: 0, 3: 1}","{4: 1, 5: 2, 6: 3}","0,8413441805007675"
(),"{2: 0, 3: 1}","{3: 0, 4: 1, 5: 2, 6: 3}","0,7775982163200208"
(),"{2: 0, 4: 2}",{},"0,31329622758194187"
(),"{2: 0, 4: 2}",{3: 0},"0,7703620523169395"
(),"{2: 0, 4: 2}",{4: 1},"0,36690203702285895"
(),"{2: 0, 4: 2}",{5: 2},"0,8134457021675067"
(),"{2: 0, 4: 2}",{6: 3},"0,8229565680777127"
(),"{2: 0, 4: 2}","{3: 0, 4: 1}","0,7446093867146499"
(),"{2: 0, 4: 2}","{3: 0, 5: 2}","0,8463819015978483"
(),"{2: 0, 4: 2}","{3: 0, 6: 3}","0,8061665032145582"
(),"{2: 0, 4: 2}","{4: 1, 5: 2}","0,3394654049303006"
(),"{2: 0, 4: 2}","{4: 1, 6: 3}","0,7885061453384434"
(),"{2: 0, 4: 2}","{5: 2, 6: 3}","0,8414420795151693"
(),"{2: 0, 4: 2}","{3: 0, 4: 1, 5: 2}","0,7897746436484585"
(),"{2: 0, 4: 2}","{3: 0, 4: 1, 6: 3}","0,8392883056792833"
(),"{2: 0, 4: 2}","{3: 0, 5: 2, 6: 3}","0,8249580142715155"
(),"{2: 0, 4: 2}","{4: 1, 5: 2, 6: 3}","0,7926918746140714"
(),"{2: 0, 4: 2}","{3: 0, 4: 1, 5: 2, 6: 3}","0,8656766656766657"
(),"{2: 0, 5: 3}",{},"0,4306328592042878"
(),"{2: 0, 5: 3}",{3: 0},"0,7499072356215212"
(),"{2: 0, 5: 3}",{4: 1},"0,772464711562456"
(),"{2: 0, 5: 3}",{5: 2},"0,7826621022476515"
(),"{2: 0, 5: 3}",{6: 3},"0,7879804406120197"
(),"{2: 0, 5: 3}","{3: 0, 4: 1}","0,8256084876222175"
(),"{2: 0, 5: 3}","{3: 0, 5: 2}","0,769985163577841"
(),"{2: 0, 5: 3}","{3: 0, 6: 3}","0,8547322852586011"
(),"{2: 0, 5: 3}","{4: 1, 5: 2}","0,35777058015871527"
(),"{2: 0, 5: 3}","{4: 1, 6: 3}","0,8303453827140699"
(),"{2: 0, 5: 3}","{5: 2, 6: 3}","0,8756235015468464"
(),"{2: 0, 5: 3}","{3: 0, 4: 1, 5: 2}","0,8420594025857184"
(),"{2: 0, 5: 3}","{3: 0, 4: 1, 6: 3}","0,8073001877349704"
(),"{2: 0, 5: 3}","{3: 0, 5: 2, 6: 3}","0,7465801867305626"
(),"{2: 0, 5: 3}","{4: 1, 5: 2, 6: 3}","0,8386298162989893"
(),"{2: 0, 5: 3}","{3: 0, 4: 1, 5: 2, 6: 3}","0,7956036052865082"
(),"{2: 0, 6: 4}",{},"0,7743451660302612"
(),"{2: 0, 6: 4}",{3: 0},"0,8100100509711493"
(),"{2: 0, 6: 4}",{4: 1},"0,8008176284868015"
(),"{2: 0, 6: 4}",{5: 2},"0,740788334472545"
(),"{2: 0, 6: 4}",{6: 3},"0,801680858823716"
(),"{2: 0, 6: 4}","{3: 0, 4: 1}","0,8320574629800505"
(),"{2: 0, 6: 4}","{3: 0, 5: 2}","0,8762867567215393"
(),"{2: 0, 6: 4}","{3: 0, 6: 3}","0,8139092877323268"
(),"{2: 0, 6: 4}","{4: 1, 5: 2}","0,8028479148616449"
(),"{2: 0, 6: 4}","{4: 1, 6: 3}","0,8236269059302253"
(),"{2: 0, 6: 4}","{5: 2, 6: 3}","0,8111548837635796"
(),"{2: 0, 6: 4}","{3: 0, 4: 1, 5: 2}","0,8250700394557384"
(),"{2: 0, 6: 4}","{3: 0, 4: 1, 6: 3}","0,8027210884353743"
(),"{2: 0, 6: 4}","{3: 0, 5: 2, 6: 3}","0,8084024415482217"
(),"{2: 0, 6: 4}","{4: 1, 5: 2, 6: 3}","0,8198096640201903"
(),"{2: 0, 6: 4}","{3: 0, 4: 1, 5: 2, 6: 3}","0,7942931595124644"
(),"{3: 1, 4: 2}",{},"0,6647443506739147"
(),"{3: 1, 4: 2}",{3: 0},"0,6065763000084097"
(),"{3: 1, 4: 2}",{4: 1},"0,7218278615794144"
(),"{3: 1, 4: 2}",{5: 2},"0,6913843299557584"
(),"{3: 1, 4: 2}",{6: 3},"0,40991294484195084"
(),"{3: 1, 4: 2}","{3: 0, 4: 1}","0,5701426950196276"
(),"{3: 1, 4: 2}","{3: 0, 5: 2}","0,5580810101818505"
(),"{3: 1, 4: 2}","{3: 0, 6: 3}","0,8055428437643253"
(),"{3: 1, 4: 2}","{4: 1, 5: 2}","0,6909386842236208"
(),"{3: 1, 4: 2}","{4: 1, 6: 3}","0,7862840900159807"
(),"{3: 1, 4: 2}","{5: 2, 6: 3}","0,8155200253598422"
(),"{3: 1, 4: 2}","{3: 0, 4: 1, 5: 2}","0,1443628834933183"
(),"{3: 1, 4: 2}","{3: 0, 4: 1, 6: 3}","0,7920879019277189"
(),"{3: 1, 4: 2}","{3: 0, 5: 2, 6: 3}","0,8326775919843957"
(),"{3: 1, 4: 2}","{4: 1, 5: 2, 6: 3}","0,7839954030931474"
(),"{3: 1, 4: 2}","{3: 0, 4: 1, 5: 2, 6: 3}","0,8392182696530524"
(),"{3: 1, 5: 3}",{},"0,7894836992581353"
(),"{3: 1, 5: 3}",{3: 0},"0,7736376804699786"
(),"{3: 1, 5: 3}",{4: 1},"0,8011100011100011"
(),"{3: 1, 5: 3}",{5: 2},"0,7105184962327821"
(),"{3: 1, 5: 3}",{6: 3},"0,7856417600778504"
(),"{3: 1, 5: 3}","{3: 0, 4: 1}","0,3019383051026053"
(),"{3: 1, 5: 3}","{3: 0, 5: 2}","0,8134092960179916"
(),"{3: 1, 5: 3}","{3: 0, 6: 3}","0,8255377853776024"
(),"{3: 1, 5: 3}","{4: 1, 5: 2}","0,7360389118531826"
(),"{3: 1, 5: 3}","{4: 1, 6: 3}","0,8114939701142749"
(),"{3: 1, 5: 3}","{5: 2, 6: 3}","0,8103245960388819"
(),"{3: 1, 5: 3}","{3: 0, 4: 1, 5: 2}","0,7278466470584696"
(),"{3: 1, 5: 3}","{3: 0, 4: 1, 6: 3}","0,8206009093880949"
(),"{3: 1, 5: 3}","{3: 0, 5: 2, 6: 3}","0,40257250268528466"
(),"{3: 1, 5: 3}","{4: 1, 5: 2, 6: 3}","0,8133610423574466"
(),"{3: 1, 5: 3}","{3: 0, 4: 1, 5: 2, 6: 3}","0,799616121393125"
(),"{3: 1, 6: 4}",{},"0,3803421805880823"
(),"{3: 1, 6: 4}",{3: 0},"0,7832102197319587"
(),"{3: 1, 6: 4}",{4: 1},"0,772643875507078"
(),"{3: 1, 6: 4}",{5: 2},"0,802366080035253"
(),"{3: 1, 6: 4}",{6: 3},"0,8171132376395535"
(),"{3: 1, 6: 4}","{3: 0, 4: 1}","0,8018243661100805"
(),"{3: 1, 6: 4}","{3: 0, 5: 2}","0,7779124384387544"
(),"{3: 1, 6: 4}","{3: 0, 6: 3}","0,822129850825503"
(),"{3: 1, 6: 4}","{4: 1, 5: 2}","0,7827775885441789"
(),"{3: 1, 6: 4}","{4: 1, 6: 3}","0,7892419892419892"
(),"{3: 1, 6: 4}","{5: 2, 6: 3}","0,765093908935751"
(),"{3: 1, 6: 4}","{3: 0, 4: 1, 5: 2}","0,7883116883116884"
(),"{3: 1, 6: 4}","{3: 0, 4: 1, 6: 3}","0,8146713937691382"
(),"{3: 1, 6: 4}","{3: 0, 5: 2, 6: 3}","0,8323820623820622"
(),"{3: 1, 6: 4}","{4: 1, 5: 2, 6: 3}","0,7940042244390071"
(),"{3: 1, 6: 4}","{3: 0, 4: 1, 5: 2, 6: 3}","0,8351819841018447"
(),"{4: 2, 5: 3}",{},"0,7781485381485381"
(),"{4: 2, 5: 3}",{3: 0},"0,7685672653394283"
(),"{4: 2, 5: 3}",{4: 1},"0,7658818146623025"
(),"{4: 2, 5: 3}",{5: 2},"0,7355213430401399"
(),"{4: 2, 5: 3}",{6: 3},"0,7632794273395778"
(),"{4: 2, 5: 3}","{3: 0, 4: 1}","0,8164302767081454"
(),"{4: 2, 5: 3}","{3: 0, 5: 2}","0,7919514783238031"
(),"{4: 2, 5: 3}","{3: 0, 6: 3}","0,8140386267942697"
(),"{4: 2, 5: 3}","{4: 1, 5: 2}","0,7251989556337384"
(),"{4: 2, 5: 3}","{4: 1, 6: 3}","0,7342385737150486"
(),"{4: 2, 5: 3}","{5: 2, 6: 3}","0,859909426957482"
(),"{4: 2, 5: 3}","{3: 0, 4: 1, 5: 2}","0,8111025565912785"
(),"{4: 2, 5: 3}","{3: 0, 4: 1, 6: 3}","0,8573135077482904"
(),"{4: 2, 5: 3}","{3: 0, 5: 2, 6: 3}","0,8255122293142192"
(),"{4: 2, 5: 3}","{4: 1, 5: 2, 6: 3}","0,33111524198263975"
(),"{4: 2, 5: 3}","{3: 0, 4: 1, 5: 2, 6: 3}","0,8601587199985371"
(),"{4: 2, 6: 4}",{},"0,7284702119773669"
(),"{4: 2, 6: 4}",{3: 0},"0,8199684155878992"
(),"{4: 2, 6: 4}",{4: 1},"0,7616994116994117"
(),"{4: 2, 6: 4}",{5: 2},"0,7806028629310537"
(),"{4: 2, 6: 4}",{6: 3},"0,16200828157349895"
(),"{4: 2, 6: 4}","{3: 0, 4: 1}","0,8421691119977535"
(),"{4: 2, 6: 4}","{3: 0, 5: 2}","0,8208433170839186"
(),"{4: 2, 6: 4}","{3: 0, 6: 3}","0,8197331240188384"
(),"{4: 2, 6: 4}","{4: 1, 5: 2}","0,7718117098847995"
(),"{4: 2, 6: 4}","{4: 1, 6: 3}","0,7416839855258276"
(),"{4: 2, 6: 4}","{5: 2, 6: 3}","0,749149558451884"
(),"{4: 2, 6: 4}","{3: 0, 4: 1, 5: 2}","0,8766516945156545"
(),"{4: 2, 6: 4}","{3: 0, 4: 1, 6: 3}","0,8116834293526022"
(),"{4: 2, 6: 4}","{3: 0, 5: 2, 6: 3}","0,7912514803492247"
(),"{4: 2, 6: 4}","{4: 1, 5: 2, 6: 3}","0,7738119738329541"
(),"{4: 2, 6: 4}","{3: 0, 4: 1, 5: 2, 6: 3}","0,8113378684807256"
(),"{5: 3, 6: 4}",{},"0,7143732130533375"
(),"{5: 3, 6: 4}",{3: 0},"0,7866966366966367"
(),"{5: 3, 6: 4}",{4: 1},"0,7919878617622979"
(),"{5: 3, 6: 4}",{5: 2},"0,640519175301784"
(),"{5: 3, 6: 4}",{6: 3},"0,7648553059667803"
(),"{5: 3, 6: 4}","{3: 0, 4: 1}","0,8654745254745254"
(),"{5: 3, 6: 4}","{3: 0, 5: 2}","0,8133963370366946"
(),"{5: 3, 6: 4}","{3: 0, 6: 3}","0,8013294104827285"
(),"{5: 3, 6: 4}","{4: 1, 5: 2}","0,85681785685573"
(),"{5: 3, 6: 4}","{4: 1, 6: 3}","0,806358216010253"
(),"{5: 3, 6: 4}","{5: 2, 6: 3}","0,6932318337371669"
(),"{5: 3, 6: 4}","{3: 0, 4: 1, 5: 2}","0,8233472876330019"
(),"{5: 3, 6: 4}","{3: 0, 4: 1, 6: 3}","0,8076870748299321"
(),"{5: 3, 6: 4}","{3: 0, 5: 2, 6: 3}","0,8431963024444229"
(),"{5: 3, 6: 4}","{4: 1, 5: 2, 6: 3}","0,7720427551091167"
(),"{5: 3, 6: 4}","{3: 0, 4: 1, 5: 2, 6: 3}","0,8441397327391382"
(),"{2: 0, 3: 1, 4: 2}",{},"0,7246131941148553"
(),"{2: 0, 3: 1, 4: 2}",{3: 0},"0,7589496202112301"
(),"{2: 0, 3: 1, 4: 2}",{4: 1},"0,7220253633787469"
(),"{2: 0, 3: 1, 4: 2}",{5: 2},"0,7492342578056864"
(),"{2: 0, 3: 1, 4: 2}",{6: 3},"0,8191564075022723"
(),"{2: 0, 3: 1, 4: 2}","{3: 0, 4: 1}","0,80167710388889"
(),"{2: 0, 3: 1, 4: 2}","{3: 0, 5: 2}","0,7938817221425918"
(),"{2: 0, 3: 1, 4: 2}","{3: 0, 6: 3}","0,8167878051990508"
(),"{2: 0, 3: 1, 4: 2}","{4: 1, 5: 2}","0,7687663603453078"
(),"{2: 0, 3: 1, 4: 2}","{4: 1, 6: 3}","0,8528904200300081"
(),"{2: 0, 3: 1, 4: 2}","{5: 2, 6: 3}","0,4608052195237069"
(),"{2: 0, 3: 1, 4: 2}","{3: 0, 4: 1, 5: 2}","0,8224920007528703"
(),"{2: 0, 3: 1, 4: 2}","{3: 0, 4: 1, 6: 3}","0,43864151721294575"
(),"{2: 0, 3: 1, 4: 2}","{3: 0, 5: 2, 6: 3}","0,8443533022816911"
(),"{2: 0, 3: 1, 4: 2}","{4: 1, 5: 2, 6: 3}","0,8225033112251158"
(),"{2: 0, 3: 1, 4: 2}","{3: 0, 4: 1, 5: 2, 6: 3}","0,8017792733582209"
(),"{2: 0, 3: 1, 5: 3}",{},"0,772279725287244"
(),"{2: 0, 3: 1, 5: 3}",{3: 0},"0,8290077199688184"
(),"{2: 0, 3: 1, 5: 3}",{4: 1},"0,7581096706497165"
(),"{2: 0, 3: 1, 5: 3}",{5: 2},"0,806142687721635"
(),"{2: 0, 3: 1, 5: 3}",{6: 3},"0,8173542813294367"
(),"{2: 0, 3: 1, 5: 3}","{3: 0, 4: 1}","0,8019014010579882"
(),"{2: 0, 3: 1, 5: 3}","{3: 0, 5: 2}","0,7676383096520397"
(),"{2: 0, 3: 1, 5: 3}","{3: 0, 6: 3}","0,8128917013029469"
(),"{2: 0, 3: 1, 5: 3}","{4: 1, 5: 2}","0,788585099111415"
(),"{2: 0, 3: 1, 5: 3}","{4: 1, 6: 3}","0,7955621007345146"
(),"{2: 0, 3: 1, 5: 3}","{5: 2, 6: 3}","0,8119993660039427"
(),"{2: 0, 3: 1, 5: 3}","{3: 0, 4: 1, 5: 2}","0,8112489580812563"
(),"{2: 0, 3: 1, 5: 3}","{3: 0, 4: 1, 6: 3}","0,8010349680830231"
(),"{2: 0, 3: 1, 5: 3}","{3: 0, 5: 2, 6: 3}","0,8287754067878292"
(),"{2: 0, 3: 1, 5: 3}","{4: 1, 5: 2, 6: 3}","0,8158589645807691"
(),"{2: 0, 3: 1, 5: 3}","{3: 0, 4: 1, 5: 2, 6: 3}","0,7716218081435472"
(),"{2: 0, 3: 1, 6: 4}",{},"0,8048943537665342"
(),"{2: 0, 3: 1, 6: 4}",{3: 0},"0,8123487648888107"
(),"{2: 0, 3: 1, 6: 4}",{4: 1},"0,782977518631606"
(),"{2: 0, 3: 1, 6: 4}",{5: 2},"0,7740990675446381"
(),"{2: 0, 3: 1, 6: 4}",{6: 3},"0,7673967636373652"
(),"{2: 0, 3: 1, 6: 4}","{3: 0, 4: 1}","0,7715041572184429"
(),"{2: 0, 3: 1, 6: 4}","{3: 0, 5: 2}","0,7652348853852614"
(),"{2: 0, 3: 1, 6: 4}","{3: 0, 6: 3}","0,7918525918525917"
(),"{2: 0, 3: 1, 6: 4}","{4: 1, 5: 2}","0,7984603836511442"
(),"{2: 0, 3: 1, 6: 4}","{4: 1, 6: 3}","0,7676267831547335"
(),"{2: 0, 3: 1, 6: 4}","{5: 2, 6: 3}","0,7966943643635374"
(),"{2: 0, 3: 1, 6: 4}","{3: 0, 4: 1, 5: 2}","0,7861299041423264"
(),"{2: 0, 3: 1, 6: 4}","{3: 0, 4: 1, 6: 3}","0,7699448797846967"
(),"{2: 0, 3: 1, 6: 4}","{3: 0, 5: 2, 6: 3}","0,8473235035641051"
(),"{2: 0, 3: 1, 6: 4}","{4: 1, 5: 2, 6: 3}","0,8222669041942836"
(),"{2: 0, 3: 1, 6: 4}","{3: 0, 4: 1, 5: 2, 6: 3}","0,8315324358181501"
(),"{2: 0, 4: 2, 5: 3}",{},"0,7102247993552341"
(),"{2: 0, 4: 2, 5: 3}",{3: 0},"0,7476842720748857"
(),"{2: 0, 4: 2, 5: 3}",{4: 1},"0,7569303694017654"
(),"{2: 0, 4: 2, 5: 3}",{5: 2},"0,7897395002658161"
(),"{2: 0, 4: 2, 5: 3}",{6: 3},"0,762910523060899"
(),"{2: 0, 4: 2, 5: 3}","{3: 0, 4: 1}","0,8079404435599271"
(),"{2: 0, 4: 2, 5: 3}","{3: 0, 5: 2}","0,7973652040097223"
(),"{2: 0, 4: 2, 5: 3}","{3: 0, 6: 3}","0,8149655074140201"
(),"{2: 0, 4: 2, 5: 3}","{4: 1, 5: 2}","0,8338695894823756"
(),"{2: 0, 4: 2, 5: 3}","{4: 1, 6: 3}","0,7750935182285297"
(),"{2: 0, 4: 2, 5: 3}","{5: 2, 6: 3}","0,8323084920600449"
(),"{2: 0, 4: 2, 5: 3}","{3: 0, 4: 1, 5: 2}","0,8440343749569624"
(),"{2: 0, 4: 2, 5: 3}","{3: 0, 4: 1, 6: 3}","0,8236931136090802"
(),"{2: 0, 4: 2, 5: 3}","{3: 0, 5: 2, 6: 3}","0,8164807623454239"
(),"{2: 0, 4: 2, 5: 3}","{4: 1, 5: 2, 6: 3}","0,7733026774903206"
(),"{2: 0, 4: 2, 5: 3}","{3: 0, 4: 1, 5: 2, 6: 3}","0,8268089053803338"
(),"{2: 0, 4: 2, 6: 4}",{},"0,7900327382224065"
(),"{2: 0, 4: 2, 6: 4}",{3: 0},"0,7998878314667789"
(),"{2: 0, 4: 2, 6: 4}",{4: 1},"0,8553176419309142"
(),"{2: 0, 4: 2, 6: 4}",{5: 2},"0,8217066475713093"
(),"{2: 0, 4: 2, 6: 4}",{6: 3},"0,8412565026010405"
(),"{2: 0, 4: 2, 6: 4}","{3: 0, 4: 1}","0,8304709325761958"
(),"{2: 0, 4: 2, 6: 4}","{3: 0, 5: 2}","0,8172727675506362"
(),"{2: 0, 4: 2, 6: 4}","{3: 0, 6: 3}","0,7830415960850744"
(),"{2: 0, 4: 2, 6: 4}","{4: 1, 5: 2}","0,7841518511999063"
(),"{2: 0, 4: 2, 6: 4}","{4: 1, 6: 3}","0,8450663622092193"
(),"{2: 0, 4: 2, 6: 4}","{5: 2, 6: 3}","0,7965908642600372"
(),"{2: 0, 4: 2, 6: 4}","{3: 0, 4: 1, 5: 2}","0,8196999302262461"
(),"{2: 0, 4: 2, 6: 4}","{3: 0, 4: 1, 6: 3}","0,8552351118796303"
(),"{2: 0, 4: 2, 6: 4}","{3: 0, 5: 2, 6: 3}","0,8436428172353352"
(),"{2: 0, 4: 2, 6: 4}","{4: 1, 5: 2, 6: 3}","0,8127960605096316"
(),"{2: 0, 4: 2, 6: 4}","{3: 0, 4: 1, 5: 2, 6: 3}","0,8111104506985514"
(),"{2: 0, 5: 3, 6: 4}",{},"0,7745864661654134"
(),"{2: 0, 5: 3, 6: 4}",{3: 0},"0,7614033173077843"
(),"{2: 0, 5: 3, 6: 4}",{4: 1},"0,8278723347046328"
(),"{2: 0, 5: 3, 6: 4}",{5: 2},"0,8337184935583106"
(),"{2: 0, 5: 3, 6: 4}",{6: 3},"0,784696043849362"
(),"{2: 0, 5: 3, 6: 4}","{3: 0, 4: 1}","0,7440660342164102"
(),"{2: 0, 5: 3, 6: 4}","{3: 0, 5: 2}","0,8257934361595689"
(),"{2: 0, 5: 3, 6: 4}","{3: 0, 6: 3}","0,8253340862036513"
(),"{2: 0, 5: 3, 6: 4}","{4: 1, 5: 2}","0,7920171307389353"
(),"{2: 0, 5: 3, 6: 4}","{4: 1, 6: 3}","0,8046902117490353"
(),"{2: 0, 5: 3, 6: 4}","{5: 2, 6: 3}","0,8690315076309132"
(),"{2: 0, 5: 3, 6: 4}","{3: 0, 4: 1, 5: 2}","0,8266184942876673"
(),"{2: 0, 5: 3, 6: 4}","{3: 0, 4: 1, 6: 3}","0,8045338501533337"
(),"{2: 0, 5: 3, 6: 4}","{3: 0, 5: 2, 6: 3}","0,8395745858151874"
(),"{2: 0, 5: 3, 6: 4}","{4: 1, 5: 2, 6: 3}","0,7985135916714865"
(),"{2: 0, 5: 3, 6: 4}","{3: 0, 4: 1, 5: 2, 6: 3}","0,8517355660212803"
(),"{3: 1, 4: 2, 5: 3}",{},"0,7328449328449328"
(),"{3: 1, 4: 2, 5: 3}",{3: 0},"0,839864978652164"
(),"{3: 1, 4: 2, 5: 3}",{4: 1},"0,6812786653122788"
(),"{3: 1, 4: 2, 5: 3}",{5: 2},"0,7441832399833894"
(),"{3: 1, 4: 2, 5: 3}",{6: 3},"0,7870983217501689"
(),"{3: 1, 4: 2, 5: 3}","{3: 0, 4: 1}","0,3503450708883646"
(),"{3: 1, 4: 2, 5: 3}","{3: 0, 5: 2}","0,8239925052608937"
(),"{3: 1, 4: 2, 5: 3}","{3: 0, 6: 3}","0,8241776192465482"
(),"{3: 1, 4: 2, 5: 3}","{4: 1, 5: 2}","0,6951458629090208"
