Skip Input Hidden,Skip Hidden 1,Skip Hidden 2,F1 Macro
"(1, 3)","{3: 1, 4: 2, 5: 3, 6: 4}","{4: 1, 6: 3}","0,7771125645267523"
"(1, 3)","{3: 1, 4: 2, 5: 3, 6: 4}","{5: 2, 6: 3}","0,80103088223389"
"(1, 3)","{3: 1, 4: 2, 5: 3, 6: 4}","{3: 0, 4: 1, 5: 2}","0,8504651663036757"
"(1, 3)","{3: 1, 4: 2, 5: 3, 6: 4}","{3: 0, 4: 1, 6: 3}","0,8305004268914045"
"(1, 3)","{3: 1, 4: 2, 5: 3, 6: 4}","{3: 0, 5: 2, 6: 3}","0,8485740749389002"
"(1, 3)","{3: 1, 4: 2, 5: 3, 6: 4}","{4: 1, 5: 2, 6: 3}","0,7973099541422523"
"(1, 3)","{3: 1, 4: 2, 5: 3, 6: 4}","{3: 0, 4: 1, 5: 2, 6: 3}","0,8355258776311408"
"(1, 3)","{2: 0, 3: 1, 4: 2, 5: 3, 6: 4}",{},"0,820076588987998"
"(1, 3)","{2: 0, 3: 1, 4: 2, 5: 3, 6: 4}",{3: 0},"0,8281823051538036"
"(1, 3)","{2: 0, 3: 1, 4: 2, 5: 3, 6: 4}",{4: 1},"0,8489373161081503"
"(1, 3)","{2: 0, 3: 1, 4: 2, 5: 3, 6: 4}",{5: 2},"0,8457923029351602"
"(1, 3)","{2: 0, 3: 1, 4: 2, 5: 3, 6: 4}",{6: 3},"0,8717029568634189"
"(1, 3)","{2: 0, 3: 1, 4: 2, 5: 3, 6: 4}","{3: 0, 4: 1}","0,8174011316868459"
"(1, 3)","{2: 0, 3: 1, 4: 2, 5: 3, 6: 4}","{3: 0, 5: 2}","0,8208906429630561"
"(1, 3)","{2: 0, 3: 1, 4: 2, 5: 3, 6: 4}","{3: 0, 6: 3}","0,8322079925087443"
"(1, 3)","{2: 0, 3: 1, 4: 2, 5: 3, 6: 4}","{4: 1, 5: 2}","0,7942772515704847"
"(1, 3)","{2: 0, 3: 1, 4: 2, 5: 3, 6: 4}","{4: 1, 6: 3}","0,8102384564515501"
"(1, 3)","{2: 0, 3: 1, 4: 2, 5: 3, 6: 4}","{5: 2, 6: 3}","0,7657208956457076"
"(1, 3)","{2: 0, 3: 1, 4: 2, 5: 3, 6: 4}","{3: 0, 4: 1, 5: 2}","0,8052270710655803"
"(1, 3)","{2: 0, 3: 1, 4: 2, 5: 3, 6: 4}","{3: 0, 4: 1, 6: 3}","0,8450873938091984"
"(1, 3)","{2: 0, 3: 1, 4: 2, 5: 3, 6: 4}","{3: 0, 5: 2, 6: 3}","0,8137143422857708"
"(1, 3)","{2: 0, 3: 1, 4: 2, 5: 3, 6: 4}","{4: 1, 5: 2, 6: 3}","0,8192468183445627"
"(1, 3)","{2: 0, 3: 1, 4: 2, 5: 3, 6: 4}","{3: 0, 4: 1, 5: 2, 6: 3}","0,8306172215783201"
"(1, 4)",{},{},"0,7971787758165468"
"(1, 4)",{},{3: 0},"0,7814106218984268"
"(1, 4)",{},{4: 1},"0,7930351004558263"
"(1, 4)",{},{5: 2},"0,8609123316478662"
"(1, 4)",{},{6: 3},"0,8340558086899551"
"(1, 4)",{},"{3: 0, 4: 1}","0,8380880773361977"
"(1, 4)",{},"{3: 0, 5: 2}","0,8284745460489169"
"(1, 4)",{},"{3: 0, 6: 3}","0,8102357102357104"
"(1, 4)",{},"{4: 1, 5: 2}","0,7946490732760756"
"(1, 4)",{},"{4: 1, 6: 3}","0,8148588253851413"
"(1, 4)",{},"{5: 2, 6: 3}","0,8286095673967527"
"(1, 4)",{},"{3: 0, 4: 1, 5: 2}","0,8748312339289782"
"(1, 4)",{},"{3: 0, 4: 1, 6: 3}","0,7861918782971414"
"(1, 4)",{},"{3: 0, 5: 2, 6: 3}","0,8323868677905945"
"(1, 4)",{},"{4: 1, 5: 2, 6: 3}","0,7715491001205287"
"(1, 4)",{},"{3: 0, 4: 1, 5: 2, 6: 3}","0,8098832085788609"
"(1, 4)",{2: 0},{},"0,7947020262809738"
"(1, 4)",{2: 0},{3: 0},"0,36010596852111576"
"(1, 4)",{2: 0},{4: 1},"0,8439455782312926"
"(1, 4)",{2: 0},{5: 2},"0,794286540527142"
"(1, 4)",{2: 0},{6: 3},"0,8361543847537902"
"(1, 4)",{2: 0},"{3: 0, 4: 1}","0,807121756961574"
"(1, 4)",{2: 0},"{3: 0, 5: 2}","0,8435217082464357"
"(1, 4)",{2: 0},"{3: 0, 6: 3}","0,8433812993046443"
"(1, 4)",{2: 0},"{4: 1, 5: 2}","0,8409515296733342"
"(1, 4)",{2: 0},"{4: 1, 6: 3}","0,8602870813397131"
"(1, 4)",{2: 0},"{5: 2, 6: 3}","0,8455138460401619"
"(1, 4)",{2: 0},"{3: 0, 4: 1, 5: 2}","0,8215946949244933"
"(1, 4)",{2: 0},"{3: 0, 4: 1, 6: 3}","0,8371611223770692"
"(1, 4)",{2: 0},"{3: 0, 5: 2, 6: 3}","0,8354826460089619"
"(1, 4)",{2: 0},"{4: 1, 5: 2, 6: 3}","0,8703005207353033"
"(1, 4)",{2: 0},"{3: 0, 4: 1, 5: 2, 6: 3}","0,8096587463066226"
"(1, 4)",{3: 1},{},"0,285432793807178"
"(1, 4)",{3: 1},{3: 0},"0,7671790943621415"
"(1, 4)",{3: 1},{4: 1},"0,8131724107500506"
"(1, 4)",{3: 1},{5: 2},"0,8551404909790002"
"(1, 4)",{3: 1},{6: 3},"0,8693257057753666"
"(1, 4)",{3: 1},"{3: 0, 4: 1}","0,7990960134817128"
"(1, 4)",{3: 1},"{3: 0, 5: 2}","0,7575435091224566"
"(1, 4)",{3: 1},"{3: 0, 6: 3}","0,8091778821592486"
"(1, 4)",{3: 1},"{4: 1, 5: 2}","0,37919799498746876"
"(1, 4)",{3: 1},"{4: 1, 6: 3}","0,8194518070294468"
"(1, 4)",{3: 1},"{5: 2, 6: 3}","0,8554844766403622"
"(1, 4)",{3: 1},"{3: 0, 4: 1, 5: 2}","0,8430755982602992"
"(1, 4)",{3: 1},"{3: 0, 4: 1, 6: 3}","0,840070881499453"
"(1, 4)",{3: 1},"{3: 0, 5: 2, 6: 3}","0,8383071405189266"
"(1, 4)",{3: 1},"{4: 1, 5: 2, 6: 3}","0,7955447625274366"
"(1, 4)",{3: 1},"{3: 0, 4: 1, 5: 2, 6: 3}","0,857748066469871"
"(1, 4)",{4: 2},{},"0,7924305946248396"
"(1, 4)",{4: 2},{3: 0},"0,8475919652611382"
"(1, 4)",{4: 2},{4: 1},"0,7347586949090709"
"(1, 4)",{4: 2},{5: 2},"0,4135671659968335"
"(1, 4)",{4: 2},{6: 3},"0,7711239436486057"
"(1, 4)",{4: 2},"{3: 0, 4: 1}","0,7863038548752834"
"(1, 4)",{4: 2},"{3: 0, 5: 2}","0,4393192500377298"
"(1, 4)",{4: 2},"{3: 0, 6: 3}","0,8225655678091115"
"(1, 4)",{4: 2},"{4: 1, 5: 2}","0,8148277478941096"
"(1, 4)",{4: 2},"{4: 1, 6: 3}","0,8120837064936443"
"(1, 4)",{4: 2},"{5: 2, 6: 3}","0,8117297993074389"
"(1, 4)",{4: 2},"{3: 0, 4: 1, 5: 2}","0,8002838122975423"
"(1, 4)",{4: 2},"{3: 0, 4: 1, 6: 3}","0,8724138609459015"
"(1, 4)",{4: 2},"{3: 0, 5: 2, 6: 3}","0,8284696256124828"
"(1, 4)",{4: 2},"{4: 1, 5: 2, 6: 3}","0,857721178244225"
"(1, 4)",{4: 2},"{3: 0, 4: 1, 5: 2, 6: 3}","0,8405723458191586"
"(1, 4)",{5: 3},{},"0,39924190014989047"
"(1, 4)",{5: 3},{3: 0},"0,8572521077784236"
"(1, 4)",{5: 3},{4: 1},"0,41518173150542453"
"(1, 4)",{5: 3},{5: 2},"0,8267970125112983"
"(1, 4)",{5: 3},{6: 3},"0,8185828206880839"
"(1, 4)",{5: 3},"{3: 0, 4: 1}","0,7992176495184014"
"(1, 4)",{5: 3},"{3: 0, 5: 2}","0,8348395638359678"
"(1, 4)",{5: 3},"{3: 0, 6: 3}","0,8278609970175842"
"(1, 4)",{5: 3},"{4: 1, 5: 2}","0,8181387868605913"
"(1, 4)",{5: 3},"{4: 1, 6: 3}","0,7782033079414463"
"(1, 4)",{5: 3},"{5: 2, 6: 3}","0,8333037138300297"
"(1, 4)",{5: 3},"{3: 0, 4: 1, 5: 2}","0,8509544423830138"
"(1, 4)",{5: 3},"{3: 0, 4: 1, 6: 3}","0,8197967446087747"
"(1, 4)",{5: 3},"{3: 0, 5: 2, 6: 3}","0,8113131545187294"
"(1, 4)",{5: 3},"{4: 1, 5: 2, 6: 3}","0,8145130152341052"
"(1, 4)",{5: 3},"{3: 0, 4: 1, 5: 2, 6: 3}","0,8361999080182131"
"(1, 4)",{6: 4},{},"0,8284036874098986"
"(1, 4)",{6: 4},{3: 0},"0,842070972505755"
"(1, 4)",{6: 4},{4: 1},"0,7827163145960139"
"(1, 4)",{6: 4},{5: 2},"0,7810380096094383"
"(1, 4)",{6: 4},{6: 3},"0,8187834286232455"
"(1, 4)",{6: 4},"{3: 0, 4: 1}","0,8187498646799073"
"(1, 4)",{6: 4},"{3: 0, 5: 2}","0,831119269746272"
"(1, 4)",{6: 4},"{3: 0, 6: 3}","0,8115183737301598"
"(1, 4)",{6: 4},"{4: 1, 5: 2}","0,8409186052043197"
"(1, 4)",{6: 4},"{4: 1, 6: 3}","0,7916325496449719"
"(1, 4)",{6: 4},"{5: 2, 6: 3}","0,8189661042857974"
"(1, 4)",{6: 4},"{3: 0, 4: 1, 5: 2}","0,8335925728406932"
"(1, 4)",{6: 4},"{3: 0, 4: 1, 6: 3}","0,8266328909186053"
"(1, 4)",{6: 4},"{3: 0, 5: 2, 6: 3}","0,8041416728634774"
"(1, 4)",{6: 4},"{4: 1, 5: 2, 6: 3}","0,7963626849341136"
"(1, 4)",{6: 4},"{3: 0, 4: 1, 5: 2, 6: 3}","0,83239151825618"
"(1, 4)","{2: 0, 3: 1}",{},"0,8367269343928383"
"(1, 4)","{2: 0, 3: 1}",{3: 0},"0,8134560490863011"
"(1, 4)","{2: 0, 3: 1}",{4: 1},"0,3836274817739292"
"(1, 4)","{2: 0, 3: 1}",{5: 2},"0,8252969383423302"
"(1, 4)","{2: 0, 3: 1}",{6: 3},"0,8316367842683633"
"(1, 4)","{2: 0, 3: 1}","{3: 0, 4: 1}","0,7879434850863423"
"(1, 4)","{2: 0, 3: 1}","{3: 0, 5: 2}","0,8334682701161464"
"(1, 4)","{2: 0, 3: 1}","{3: 0, 6: 3}","0,8154955995295976"
"(1, 4)","{2: 0, 3: 1}","{4: 1, 5: 2}","0,8492145949288806"
"(1, 4)","{2: 0, 3: 1}","{4: 1, 6: 3}","0,7643734043734044"
"(1, 4)","{2: 0, 3: 1}","{5: 2, 6: 3}","0,8351692167481642"
"(1, 4)","{2: 0, 3: 1}","{3: 0, 4: 1, 5: 2}","0,8174370143314242"
"(1, 4)","{2: 0, 3: 1}","{3: 0, 4: 1, 6: 3}","0,8278713350141923"
"(1, 4)","{2: 0, 3: 1}","{3: 0, 5: 2, 6: 3}","0,8436644917684475"
"(1, 4)","{2: 0, 3: 1}","{4: 1, 5: 2, 6: 3}","0,8574887021992325"
"(1, 4)","{2: 0, 3: 1}","{3: 0, 4: 1, 5: 2, 6: 3}","0,8333802603629344"
"(1, 4)","{2: 0, 4: 2}",{},"0,7453138150882511"
"(1, 4)","{2: 0, 4: 2}",{3: 0},"0,7694331065759636"
"(1, 4)","{2: 0, 4: 2}",{4: 1},"0,7826934681635372"
"(1, 4)","{2: 0, 4: 2}",{5: 2},"0,8226551226551226"
"(1, 4)","{2: 0, 4: 2}",{6: 3},"0,8242054839570369"
"(1, 4)","{2: 0, 4: 2}","{3: 0, 4: 1}","0,8179912966290676"
"(1, 4)","{2: 0, 4: 2}","{3: 0, 5: 2}","0,8220024902633599"
"(1, 4)","{2: 0, 4: 2}","{3: 0, 6: 3}","0,8438345704824469"
"(1, 4)","{2: 0, 4: 2}","{4: 1, 5: 2}","0,7843896064948697"
"(1, 4)","{2: 0, 4: 2}","{4: 1, 6: 3}","0,8489677370684235"
"(1, 4)","{2: 0, 4: 2}","{5: 2, 6: 3}","0,8373221119804971"
"(1, 4)","{2: 0, 4: 2}","{3: 0, 4: 1, 5: 2}","0,7767859886042937"
"(1, 4)","{2: 0, 4: 2}","{3: 0, 4: 1, 6: 3}","0,8391684699385195"
"(1, 4)","{2: 0, 4: 2}","{3: 0, 5: 2, 6: 3}","0,8825749420211185"
"(1, 4)","{2: 0, 4: 2}","{4: 1, 5: 2, 6: 3}","0,8276000422341887"
"(1, 4)","{2: 0, 4: 2}","{3: 0, 4: 1, 5: 2, 6: 3}","0,8267254049208937"
"(1, 4)","{2: 0, 5: 3}",{},"0,787422929037836"
"(1, 4)","{2: 0, 5: 3}",{3: 0},"0,8041977473327588"
"(1, 4)","{2: 0, 5: 3}",{4: 1},"0,7646006866696522"
"(1, 4)","{2: 0, 5: 3}",{5: 2},"0,8192399896061223"
"(1, 4)","{2: 0, 5: 3}",{6: 3},"0,8022737913715358"
"(1, 4)","{2: 0, 5: 3}","{3: 0, 4: 1}","0,7696477267905839"
"(1, 4)","{2: 0, 5: 3}","{3: 0, 5: 2}","0,8476074432269268"
"(1, 4)","{2: 0, 5: 3}","{3: 0, 6: 3}","0,8352075243052687"
"(1, 4)","{2: 0, 5: 3}","{4: 1, 5: 2}","0,7912527975457037"
"(1, 4)","{2: 0, 5: 3}","{4: 1, 6: 3}","0,8232503902330643"
"(1, 4)","{2: 0, 5: 3}","{5: 2, 6: 3}","0,80206218032305"
"(1, 4)","{2: 0, 5: 3}","{3: 0, 4: 1, 5: 2}","0,7817689389117961"
"(1, 4)","{2: 0, 5: 3}","{3: 0, 4: 1, 6: 3}","0,8830074687217545"
"(1, 4)","{2: 0, 5: 3}","{3: 0, 5: 2, 6: 3}","0,8507047216349543"
"(1, 4)","{2: 0, 5: 3}","{4: 1, 5: 2, 6: 3}","0,8178343294132768"
"(1, 4)","{2: 0, 5: 3}","{3: 0, 4: 1, 5: 2, 6: 3}","0,8515522804721412"
"(1, 4)","{2: 0, 6: 4}",{},"0,8377600787211773"
"(1, 4)","{2: 0, 6: 4}",{3: 0},"0,8629415512024208"
"(1, 4)","{2: 0, 6: 4}",{4: 1},"0,8034945704118636"
"(1, 4)","{2: 0, 6: 4}",{5: 2},"0,8123433088650481"
"(1, 4)","{2: 0, 6: 4}",{6: 3},"0,8225488796917367"
"(1, 4)","{2: 0, 6: 4}","{3: 0, 4: 1}","0,8302389089607135"
"(1, 4)","{2: 0, 6: 4}","{3: 0, 5: 2}","0,8288718930628052"
"(1, 4)","{2: 0, 6: 4}","{3: 0, 6: 3}","0,8335545787981226"
"(1, 4)","{2: 0, 6: 4}","{4: 1, 5: 2}","0,8461346536107935"
"(1, 4)","{2: 0, 6: 4}","{4: 1, 6: 3}","0,7970933828076685"
"(1, 4)","{2: 0, 6: 4}","{5: 2, 6: 3}","0,8486583156409898"
"(1, 4)","{2: 0, 6: 4}","{3: 0, 4: 1, 5: 2}","0,7929427715142001"
"(1, 4)","{2: 0, 6: 4}","{3: 0, 4: 1, 6: 3}","0,8000523286237572"
"(1, 4)","{2: 0, 6: 4}","{3: 0, 5: 2, 6: 3}","0,8382096545712107"
"(1, 4)","{2: 0, 6: 4}","{4: 1, 5: 2, 6: 3}","0,824331569052066"
"(1, 4)","{2: 0, 6: 4}","{3: 0, 4: 1, 5: 2, 6: 3}","0,8026559155130585"
"(1, 4)","{3: 1, 4: 2}",{},"0,43771544245228455"
"(1, 4)","{3: 1, 4: 2}",{3: 0},"0,7812941303003414"
"(1, 4)","{3: 1, 4: 2}",{4: 1},"0,845325309611024"
"(1, 4)","{3: 1, 4: 2}",{5: 2},"0,8367390526004453"
"(1, 4)","{3: 1, 4: 2}",{6: 3},"0,8211889973380657"
"(1, 4)","{3: 1, 4: 2}","{3: 0, 4: 1}","0,798585607604564"
"(1, 4)","{3: 1, 4: 2}","{3: 0, 5: 2}","0,8194244852891469"
"(1, 4)","{3: 1, 4: 2}","{3: 0, 6: 3}","0,8237806114497844"
"(1, 4)","{3: 1, 4: 2}","{4: 1, 5: 2}","0,8113989519252678"
"(1, 4)","{3: 1, 4: 2}","{4: 1, 6: 3}","0,8073921066402269"
"(1, 4)","{3: 1, 4: 2}","{5: 2, 6: 3}","0,8394484179871562"
"(1, 4)","{3: 1, 4: 2}","{3: 0, 4: 1, 5: 2}","0,8012558869701728"
"(1, 4)","{3: 1, 4: 2}","{3: 0, 4: 1, 6: 3}","0,844397382066555"
"(1, 4)","{3: 1, 4: 2}","{3: 0, 5: 2, 6: 3}","0,8398325716095751"
"(1, 4)","{3: 1, 4: 2}","{4: 1, 5: 2, 6: 3}","0,8171811280506933"
"(1, 4)","{3: 1, 4: 2}","{3: 0, 4: 1, 5: 2, 6: 3}","0,8124225398661489"
"(1, 4)","{3: 1, 5: 3}",{},"0,7907427298404742"
"(1, 4)","{3: 1, 5: 3}",{3: 0},"0,832595499738357"
"(1, 4)","{3: 1, 5: 3}",{4: 1},"0,833588379330642"
"(1, 4)","{3: 1, 5: 3}",{5: 2},"0,8420319176621698"
"(1, 4)","{3: 1, 5: 3}",{6: 3},"0,8091667063095633"
"(1, 4)","{3: 1, 5: 3}","{3: 0, 4: 1}","0,860593091119407"
"(1, 4)","{3: 1, 5: 3}","{3: 0, 5: 2}","0,7870773489341649"
"(1, 4)","{3: 1, 5: 3}","{3: 0, 6: 3}","0,7827808458773465"
"(1, 4)","{3: 1, 5: 3}","{4: 1, 5: 2}","0,8305136636594438"
"(1, 4)","{3: 1, 5: 3}","{4: 1, 6: 3}","0,7864334037920179"
"(1, 4)","{3: 1, 5: 3}","{5: 2, 6: 3}","0,8453633925375846"
"(1, 4)","{3: 1, 5: 3}","{3: 0, 4: 1, 5: 2}","0,866018019247833"
"(1, 4)","{3: 1, 5: 3}","{3: 0, 4: 1, 6: 3}","0,8519659211878892"
"(1, 4)","{3: 1, 5: 3}","{3: 0, 5: 2, 6: 3}","0,8524621976226598"
"(1, 4)","{3: 1, 5: 3}","{4: 1, 5: 2, 6: 3}","0,839027513839544"
"(1, 4)","{3: 1, 5: 3}","{3: 0, 4: 1, 5: 2, 6: 3}","0,8518429189857761"
"(1, 4)","{3: 1, 6: 4}",{},"0,8172202883383007"
"(1, 4)","{3: 1, 6: 4}",{3: 0},"0,8209885352742495"
"(1, 4)","{3: 1, 6: 4}",{4: 1},"0,8017664715147552"
"(1, 4)","{3: 1, 6: 4}",{5: 2},"0,8519939883588136"
"(1, 4)","{3: 1, 6: 4}",{6: 3},"0,8693257057753666"
"(1, 4)","{3: 1, 6: 4}","{3: 0, 4: 1}","0,8424634371839341"
"(1, 4)","{3: 1, 6: 4}","{3: 0, 5: 2}","0,8160930548148595"
"(1, 4)","{3: 1, 6: 4}","{3: 0, 6: 3}","0,7883926599716073"
"(1, 4)","{3: 1, 6: 4}","{4: 1, 5: 2}","0,8231146046935521"
"(1, 4)","{3: 1, 6: 4}","{4: 1, 6: 3}","0,8119056882966657"
"(1, 4)","{3: 1, 6: 4}","{5: 2, 6: 3}","0,8334795387793738"
"(1, 4)","{3: 1, 6: 4}","{3: 0, 4: 1, 5: 2}","0,8270227266467868"
"(1, 4)","{3: 1, 6: 4}","{3: 0, 4: 1, 6: 3}","0,8417774771812041"
"(1, 4)","{3: 1, 6: 4}","{3: 0, 5: 2, 6: 3}","0,8488311688311689"
"(1, 4)","{3: 1, 6: 4}","{4: 1, 5: 2, 6: 3}","0,8514290902162757"
"(1, 4)","{3: 1, 6: 4}","{3: 0, 4: 1, 5: 2, 6: 3}","0,8020950092378664"
"(1, 4)","{4: 2, 5: 3}",{},"0,729985790136166"
"(1, 4)","{4: 2, 5: 3}",{3: 0},"0,7953459406090986"
"(1, 4)","{4: 2, 5: 3}",{4: 1},"0,7751218956482114"
"(1, 4)","{4: 2, 5: 3}",{5: 2},"0,861346809450765"
"(1, 4)","{4: 2, 5: 3}",{6: 3},"0,820362660114213"
"(1, 4)","{4: 2, 5: 3}","{3: 0, 4: 1}","0,8509244723530439"
"(1, 4)","{4: 2, 5: 3}","{3: 0, 5: 2}","0,7963462167123494"
"(1, 4)","{4: 2, 5: 3}","{3: 0, 6: 3}","0,8357646094965002"
"(1, 4)","{4: 2, 5: 3}","{4: 1, 5: 2}","0,7964423444776502"
"(1, 4)","{4: 2, 5: 3}","{4: 1, 6: 3}","0,7991926318392005"
"(1, 4)","{4: 2, 5: 3}","{5: 2, 6: 3}","0,828725241196637"
"(1, 4)","{4: 2, 5: 3}","{3: 0, 4: 1, 5: 2}","0,7785812875874988"
"(1, 4)","{4: 2, 5: 3}","{3: 0, 4: 1, 6: 3}","0,8242811432873545"
"(1, 4)","{4: 2, 5: 3}","{3: 0, 5: 2, 6: 3}","0,8484369830711292"
"(1, 4)","{4: 2, 5: 3}","{4: 1, 5: 2, 6: 3}","0,7935938546899453"
"(1, 4)","{4: 2, 5: 3}","{3: 0, 4: 1, 5: 2, 6: 3}","0,8199793616472908"
"(1, 4)","{4: 2, 6: 4}",{},"0,8317677310158514"
"(1, 4)","{4: 2, 6: 4}",{3: 0},"0,8316868459725603"
"(1, 4)","{4: 2, 6: 4}",{4: 1},"0,8256246009629468"
"(1, 4)","{4: 2, 6: 4}",{5: 2},"0,8387582761897706"
"(1, 4)","{4: 2, 6: 4}",{6: 3},"0,8679868567740422"
"(1, 4)","{4: 2, 6: 4}","{3: 0, 4: 1}","0,8428502934354519"
"(1, 4)","{4: 2, 6: 4}","{3: 0, 5: 2}","0,7891988963417534"
"(1, 4)","{4: 2, 6: 4}","{3: 0, 6: 3}","0,8367707172054997"
"(1, 4)","{4: 2, 6: 4}","{4: 1, 5: 2}","0,8283145426002569"
"(1, 4)","{4: 2, 6: 4}","{4: 1, 6: 3}","0,7971971887761361"
"(1, 4)","{4: 2, 6: 4}","{5: 2, 6: 3}","0,8044392649655808"
"(1, 4)","{4: 2, 6: 4}","{3: 0, 4: 1, 5: 2}","0,8221539358185321"
"(1, 4)","{4: 2, 6: 4}","{3: 0, 4: 1, 6: 3}","0,8413486099821503"
"(1, 4)","{4: 2, 6: 4}","{3: 0, 5: 2, 6: 3}","0,8086834802624276"
"(1, 4)","{4: 2, 6: 4}","{4: 1, 5: 2, 6: 3}","0,8246952175902335"
"(1, 4)","{4: 2, 6: 4}","{3: 0, 4: 1, 5: 2, 6: 3}","0,8621925693354265"
"(1, 4)","{5: 3, 6: 4}",{},"0,7827325230071225"
"(1, 4)","{5: 3, 6: 4}",{3: 0},"0,8355389537998235"
"(1, 4)","{5: 3, 6: 4}",{4: 1},"0,8070923928066785"
"(1, 4)","{5: 3, 6: 4}",{5: 2},"0,824118017013033"
"(1, 4)","{5: 3, 6: 4}",{6: 3},"0,7973823278171104"
"(1, 4)","{5: 3, 6: 4}","{3: 0, 4: 1}","0,807352146600267"
"(1, 4)","{5: 3, 6: 4}","{3: 0, 5: 2}","0,8635991766653789"
"(1, 4)","{5: 3, 6: 4}","{3: 0, 6: 3}","0,8364383244166119"
"(1, 4)","{5: 3, 6: 4}","{4: 1, 5: 2}","0,8074868990658465"
"(1, 4)","{5: 3, 6: 4}","{4: 1, 6: 3}","0,8421196597888329"
"(1, 4)","{5: 3, 6: 4}","{5: 2, 6: 3}","0,795672397777661"
"(1, 4)","{5: 3, 6: 4}","{3: 0, 4: 1, 5: 2}","0,8344666720443119"
"(1, 4)","{5: 3, 6: 4}","{3: 0, 4: 1, 6: 3}","0,8042671614100186"
"(1, 4)","{5: 3, 6: 4}","{3: 0, 5: 2, 6: 3}","0,8325154984388433"
"(1, 4)","{5: 3, 6: 4}","{4: 1, 5: 2, 6: 3}","0,8538072453861928"
"(1, 4)","{5: 3, 6: 4}","{3: 0, 4: 1, 5: 2, 6: 3}","0,8090054897887045"
"(1, 4)","{2: 0, 3: 1, 4: 2}",{},"0,338131381584892"
"(1, 4)","{2: 0, 3: 1, 4: 2}",{3: 0},"0,7489048104269319"
"(1, 4)","{2: 0, 3: 1, 4: 2}",{4: 1},"0,8153983821932764"
"(1, 4)","{2: 0, 3: 1, 4: 2}",{5: 2},"0,8140285779383524"
"(1, 4)","{2: 0, 3: 1, 4: 2}",{6: 3},"0,833075933075933"
"(1, 4)","{2: 0, 3: 1, 4: 2}","{3: 0, 4: 1}","0,8115409402627448"
"(1, 4)","{2: 0, 3: 1, 4: 2}","{3: 0, 5: 2}","0,7781364667078953"
"(1, 4)","{2: 0, 3: 1, 4: 2}","{3: 0, 6: 3}","0,8180431571997443"
"(1, 4)","{2: 0, 3: 1, 4: 2}","{4: 1, 5: 2}","0,7481565493330199"
"(1, 4)","{2: 0, 3: 1, 4: 2}","{4: 1, 6: 3}","0,8411898467850917"
"(1, 4)","{2: 0, 3: 1, 4: 2}","{5: 2, 6: 3}","0,8300334586048871"
"(1, 4)","{2: 0, 3: 1, 4: 2}","{3: 0, 4: 1, 5: 2}","0,773461624641749"
"(1, 4)","{2: 0, 3: 1, 4: 2}","{3: 0, 4: 1, 6: 3}","0,8197874556521174"
"(1, 4)","{2: 0, 3: 1, 4: 2}","{3: 0, 5: 2, 6: 3}","0,8158682278819579"
"(1, 4)","{2: 0, 3: 1, 4: 2}","{4: 1, 5: 2, 6: 3}","0,79283732140875"
"(1, 4)","{2: 0, 3: 1, 4: 2}","{3: 0, 4: 1, 5: 2, 6: 3}","0,7783095100388334"
"(1, 4)","{2: 0, 3: 1, 5: 3}",{},"0,846557104223008"
"(1, 4)","{2: 0, 3: 1, 5: 3}",{3: 0},"0,8188383045525903"
"(1, 4)","{2: 0, 3: 1, 5: 3}",{4: 1},"0,7933660324637769"
"(1, 4)","{2: 0, 3: 1, 5: 3}",{5: 2},"0,40977284753582083"
"(1, 4)","{2: 0, 3: 1, 5: 3}",{6: 3},"0,8484915084915085"
"(1, 4)","{2: 0, 3: 1, 5: 3}","{3: 0, 4: 1}","0,4457462827028045"
"(1, 4)","{2: 0, 3: 1, 5: 3}","{3: 0, 5: 2}","0,8586044390392217"
"(1, 4)","{2: 0, 3: 1, 5: 3}","{3: 0, 6: 3}","0,8123699282084375"
"(1, 4)","{2: 0, 3: 1, 5: 3}","{4: 1, 5: 2}","0,8503404807752634"
"(1, 4)","{2: 0, 3: 1, 5: 3}","{4: 1, 6: 3}","0,8409186052043197"
"(1, 4)","{2: 0, 3: 1, 5: 3}","{5: 2, 6: 3}","0,8640895717554757"
"(1, 4)","{2: 0, 3: 1, 5: 3}","{3: 0, 4: 1, 5: 2}","0,8124690995279231"
"(1, 4)","{2: 0, 3: 1, 5: 3}","{3: 0, 4: 1, 6: 3}","0,8154898118303981"
"(1, 4)","{2: 0, 3: 1, 5: 3}","{3: 0, 5: 2, 6: 3}","0,8638029247640232"
"(1, 4)","{2: 0, 3: 1, 5: 3}","{4: 1, 5: 2, 6: 3}","0,7854691674240547"
"(1, 4)","{2: 0, 3: 1, 5: 3}","{3: 0, 4: 1, 5: 2, 6: 3}","0,8139742212674542"
"(1, 4)","{2: 0, 3: 1, 6: 4}",{},"0,8058051086622514"
"(1, 4)","{2: 0, 3: 1, 6: 4}",{3: 0},"0,8487329651826261"
"(1, 4)","{2: 0, 3: 1, 6: 4}",{4: 1},"0,8621353583759601"
"(1, 4)","{2: 0, 3: 1, 6: 4}",{5: 2},"0,8197967446087747"
"(1, 4)","{2: 0, 3: 1, 6: 4}",{6: 3},"0,8038413966985394"
"(1, 4)","{2: 0, 3: 1, 6: 4}","{3: 0, 4: 1}","0,8461466853948058"
"(1, 4)","{2: 0, 3: 1, 6: 4}","{3: 0, 5: 2}","0,8252598703287993"
